seqnames	start	end	width	strand	symbol	coverage1	numCs1	numTs1	coverage2	numCs2	numTs2
chr12	102061662	102061680	19	*	WASHC3	57	7	50	31	2	29
chr2	19990076	19990086	11	*	WDR35	50	0	50	21	0	21
chr1	109041435	109041437	3	*	WDR47	33	0	33	23	0	23
chr3	196569373	196569373	1	*	WDR53	12	0	12	10	0	10
chr11	62840340	62840340	1	*	WDR74	25	1	24	13	0	13
chr1	111449334	111449351	18	*	WDR77	38	1	37	35	0	35
chr19	12669304	12669304	1	*	WDR83OS	19	0	19	10	0	10
chr1	27233866	27233890	25	*	WDTC1	35	25	10	22	13	9
chr7	29807166	29807166	1	*	WIPF3	16	2	14	10	4	6
chr1	112466275	112508518	42244	*	WNT2B	41	1	40	22	3	19
chr1	22143897	22143897	1	*	WNT4	16	3	13	10	2	8
chr12	1629747	1629747	1	*	WNT5B	13	4	9	12	3	9
chr2	218860775	218860775	1	*	WNT6	19	8	11	11	2	9
chr1	180632134	180632140	7	*	XPR1	41	0	41	21	0	21
chr11	74948586	74948598	13	*	XRRA1	39	0	39	24	2	22
chr3	195270925	195270950	26	*	XXYLT1	66	0	66	23	0	23
chr18	812627	812645	19	*	YES1	112	0	112	32	0	32
chr1	207052784	207052784	1	*	YOD1	15	6	9	14	9	5
chr2	30146869	30146869	1	*	YPEL5	21	0	21	10	0	10
chr8	63168330	63168355	26	*	YTHDF3-DT	25	0	25	24	0	24
chr1	155680033	155680033	1	*	YY1AP1	15	15	0	10	6	4
chr18	5294830	5295141	312	*	ZBTB14	217	0	217	107	0	107
chr1	15976128	15976145	18	*	ZBTB17	78	0	78	40	0	40
chr21	42010057	42010068	12	*	ZBTB21	46	1	45	20	0	20
chr11	130315734	130315734	1	*	ZBTB44-DT	15	15	0	12	12	0
chr1	155001815	155003098	1284	*	ZBTB7B	39	0	39	22	0	22
chr18	48136298	48410236	273939	*	ZBTB7C	209	21	188	77	9	68
chr2	186485950	186485975	26	*	ZC3H15	47	0	47	35	0	35
chr2	112275975	112276090	116	*	ZC3H6	94	0	94	42	0	42
chr1	31297584	31297586	3	*	ZCCHC17	45	4	41	26	4	22
chr10	79445319	79445335	17	*	ZCCHC24	63	0	63	33	1	32
chr2	206274748	206274774	27	*	ZDBF2	136	13	123	60	2	58
chr12	71663993	71663993	1	*	ZFC3H1	31	0	31	10	0	10
chr19	37655201	37655220	20	*	ZFP30	56	0	56	30	0	30
chr9	113056721	113056746	26	*	ZFP37	99	3	96	57	0	57
chr14	103715599	103715599	1	*	ZFYVE21	18	0	18	10	0	10
chr19	57584325	57584332	8	*	ZIK1	40	0	40	20	0	20
chr16	25258536	25258536	1	*	ZKSCAN2	19	0	19	11	0	11
chr6	28349910	28349937	28	*	ZKSCAN3	63	0	63	34	0	34
chr6	28142054	28142054	1	*	ZKSCAN8	20	0	20	10	0	10
chr10	79067481	79067496	16	*	ZMIZ1-AS1	54	0	54	51	0	51
chr1	40257762	40257785	24	*	ZMPSTE24	99	0	99	36	0	36
chr1	35031453	35031462	10	*	ZMYM6	37	0	37	22	0	22
chr19	21767558	21767558	1	*	ZNF100	27	1	26	12	0	12
chr12	133080671	133080678	8	*	ZNF140	60	1	59	40	0	40
chr2	218658754	218658754	1	*	ZNF142	25	0	25	12	0	12
chr3	125375915	125375915	1	*	ZNF148	11	0	11	10	3	7
chr19	43951050	43951587	538	*	ZNF221	57	3	54	32	0	32
chr19	44025325	44025341	17	*	ZNF222	41	1	40	23	0	23
chr19	44141521	44141546	26	*	ZNF234	57	0	57	23	0	23
chr18	35343956	35343956	1	*	ZNF24	26	0	26	10	0	10
chr8	144755008	144755008	1	*	ZNF251	18	0	18	11	0	11
chr19	24033365	24033365	1	*	ZNF254	22	1	21	10	0	10
chr16	3283846	3283846	1	*	ZNF263	20	0	20	10	0	10
chr16	31873931	31873955	25	*	ZNF267	81	0	81	34	0	34
chr12	133181992	133181992	1	*	ZNF268	23	3	20	10	1	9
chr19	58182745	58182771	27	*	ZNF274	24	1	23	24	1	23
chr5	150904978	150904978	1	*	ZNF300	13	7	6	10	2	8
chr19	58467364	58467391	28	*	ZNF324	60	0	60	44	1	43
chr19	58451610	58451610	1	*	ZNF324B	20	0	20	10	0	10
chr1	89995360	89995762	403	*	ZNF326	88	0	88	48	0	48
chr2	179861721	179861737	17	*	ZNF385B	40	3	37	50	3	47
chr18	35376704	35376704	1	*	ZNF396	33	3	30	13	3	10
chr18	35240723	35240723	1	*	ZNF397	27	0	27	10	0	10
chr7	149126493	149126518	26	*	ZNF398	88	1	87	52	0	52
chr19	8514253	8514334	82	*	ZNF414	83	0	83	30	0	30
chr16	49858205	49858215	11	*	ZNF423	20	7	13	20	2	18
chr1	23368490	23368490	1	*	ZNF436	16	0	16	12	0	12
chr19	11814250	11814272	23	*	ZNF440	42	1	41	23	3	20
chr19	58475616	58476106	491	*	ZNF446	154	0	154	62	2	60
chr6	57090264	57090284	21	*	ZNF451	74	0	74	35	0	35
chr16	30377749	30377775	27	*	ZNF48	70	1	69	40	0	40
chr19	58362499	58362510	12	*	ZNF497-AS1	36	0	36	24	0	24
chr3	44712609	44712634	26	*	ZNF502	87	51	36	50	15	35
chr18	76492351	76492386	36	*	ZNF516-AS1	329	0	329	81	0	81
chr18	76495439	76495982	544	*	ZNF516-DT	199	1	198	59	0	59
chr18	25352034	25352034	1	*	ZNF521	24	4	20	11	1	10
chr19	55599970	55599987	18	*	ZNF524	44	0	44	20	0	20
chr19	36573789	36573789	1	*	ZNF529	17	1	16	10	0	10
chr19	57320337	57320805	469	*	ZNF543	39	0	39	21	0	21
chr19	36245457	36245459	3	*	ZNF565	71	70	1	20	19	1
chr19	42068958	42068958	1	*	ZNF574	17	5	12	12	3	9
chr19	43533179	43533921	743	*	ZNF575	109	2	107	43	0	43
chr4	53131	53654	524	*	ZNF595	245	240	5	82	66	16
chr19	52734646	52734763	118	*	ZNF611	58	4	54	39	0	39
chr3	88059943	88059943	1	*	ZNF654	19	0	19	10	0	10
chr9	66903598	66903598	1	*	ZNF658	29	29	0	11	10	1
chr16	31072783	31072787	5	*	ZNF668	60	0	60	20	0	20
chr19	23687350	23687368	19	*	ZNF675	40	0	40	20	0	20
chr7	64563081	64563091	11	*	ZNF680	44	0	44	23	0	23
chr1	151282924	151282931	8	*	ZNF687	26	1	25	20	0	20
chr1	151282038	151282038	1	*	ZNF687-AS1	21	0	21	10	0	10
chr16	30609574	30609596	23	*	ZNF689	43	26	17	40	31	9
chr1	247007818	247007818	1	*	ZNF695	24	16	8	11	5	6
chr19	21329326	21329332	7	*	ZNF708	47	0	47	24	0	24
chr3	75785759	75785759	1	*	ZNF717	72	16	56	15	2	13
chr16	3305952	3305979	28	*	ZNF75A	139	9	130	57	7	50
chr6	35259180	35259399	220	*	ZNF76	69	0	69	30	0	30
chr19	11965216	11965216	1	*	ZNF763	14	4	10	10	4	6
chr19	57499851	57499854	4	*	ZNF773	33	0	33	20	0	20
chr7	149261778	149265627	3850	*	ZNF783	50	24	26	33	13	20
chr19	55624974	55624977	4	*	ZNF784	45	1	44	21	0	21
chr19	36838479	36838501	23	*	ZNF790	99	1	98	54	0	54
chr4	212759	212774	16	*	ZNF876P	26	25	1	23	16	7
chr5	179023720	179023728	9	*	ZNF879	60	2	58	33	0	33
chr19	19900961	19900961	1	*	ZNF93	19	13	6	10	5	5
chr11	65570664	65570667	4	*	ZNRD2	50	0	50	24	0	24
chr16	74999929	74999950	22	*	ZNRF1	126	22	104	57	1	56
chr6	28136811	28136811	1	*	ZSCAN16-AS1	18	0	18	10	0	10
chr1	33472425	33472425	1	*	ZSCAN20	30	0	30	10	0	10
chr18	35290122	35290122	1	*	ZSCAN30	14	0	14	10	0	10
chr6	28336086	28336094	9	*	ZSCAN31	33	1	32	27	0	27
