chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value	ensembl
chr1	53767664	53767713	NDC1	0	-	53767664	53767713	0	1	49	0	-1.65384267037476	0.000936810126034749	ENSG00000058804.12
chr3	186147985	186148034	DGKG	0	-	186147985	186148034	0	1	49	0	-0.541735362653873	0.00155702714504424	ENSG00000058866.15
chr16	1364304	1364353	UNKL	0	-	1364304	1364353	0	1	49	0	4.98360662170834	0.00153428950509271	ENSG00000059145.19
chr10	95606831	95606880	ALDH18A1	0	-	95606831	95606880	0	1	49	0	4.81218435521139	1.05806384687046e-06	ENSG00000059573.9
chr12	96280151	96280200	CDK17	0	-	96280151	96280200	0	1	49	0	-0.564668855786815	0.0029467946287588	ENSG00000059758.8
chr18	79715174	79715223	CTDP1	0	+	79715174	79715223	0	1	49	0	0.718720058052059	0.00348989157939983	ENSG00000060069.17
chr18	79736293	79736342	CTDP1	0	+	79736293	79736342	0	1	49	0	2.57587842799367	5.08007648745146e-05	ENSG00000060069.17
chr18	79754061	79754110	CTDP1	0	+	79754061	79754110	0	1	49	0	-1.42787078796563	0.000372118883350092	ENSG00000060069.17
chr12	754127	754176	WNK1	0	+	754127	754176	0	1	49	0	-1.74919985480928	0.00121786715474148	ENSG00000060237.17
chr19	3162914	3162963	GNA15	0	+	3162914	3162963	0	1	49	0	-0.684210570593539	0.00265274909600599	ENSG00000060558.4
chr19	3163159	3163208	GNA15	0	+	3163159	3163208	0	1	49	0	1.22644566017797	0.00137931415353298	ENSG00000060558.4
chr11	32932177	32932226	QSER1	0	+	32932177	32932226	0	1	49	0	4.40671924726426	0.00424378937490288	ENSG00000060749.15
chr12	24817999	24818048	BCAT1	0	-	24817999	24818048	0	1	49	0	-2.20133135928815	0.000288291844355637	ENSG00000060982.15
chr5	57231159	57231208	GPBP1	0	+	57231159	57231208	0	1	49	0	1.25489289475319	0.00164520486096797	ENSG00000062194.16
chr5	57262838	57262887	GPBP1	0	+	57262838	57262887	0	1	49	0	3.80666248976096	3.2474142386274e-05	ENSG00000062194.16
chr20	46367000	46367049	ELMO2	0	-	46367000	46367049	0	1	49	0	4.64439089937383	5.95533961995631e-05	ENSG00000062598.18
chr10	86500401	86500450	WAPL	0	-	86500401	86500450	0	1	49	0	0.777534572837494	0.00387586189443523	ENSG00000062650.19
chr19	55654691	55654740	U2AF2	0	+	55654691	55654740	0	1	49	0	0.574018478186846	0.00303253083308708	ENSG00000063244.12
chr19	55674071	55674120	U2AF2	0	+	55674071	55674120	0	1	49	0	-1.2113142111843	0.000711718281394713	ENSG00000063244.12
chr5	434417	434466	AHRR	0	+	434417	434466	0	1	49	0	1.11361036424555	0.000809157111077985	ENSG00000063438.17
chrX	153347007	153347056	ZNF275	0	+	153347007	153347056	0	1	49	0	0.89592980922524	0.00145843359934561	ENSG00000063587.15
chrX	153347557	153347606	ZNF275	0	+	153347557	153347606	0	1	49	0	5.50533153593236	0.000595920282388529	ENSG00000063587.15
chr4	2513816	2513865	RNF4	0	+	2513816	2513865	0	1	49	0	-1.04204193718163	0.000107780373207356	ENSG00000063978.16
chr2	201281873	201284822	CASP8	0	+	201281873	201284822	0	2	43,7	0,2943	-1.12646924315078	0.000321460454357547	ENSG00000064012.22
chr2	201285272	201286462	CASP8	0	+	201285272	201286462	0	2	46,4	0,1187	-0.753771802376375	0.000623763948418677	ENSG00000064012.22
chr12	26974108	26974157	TM7SF3	0	-	26974108	26974157	0	1	49	0	5.40492710144526	1.26288202118019e-09	ENSG00000064115.11
chr8	119795555	119795604	TAF2	0	-	119795555	119795604	0	1	49	0	4.68213122712422	0.002622205667274	ENSG00000064313.12
chr7	139716911	139716960	HIPK2	0	-	139716911	139716960	0	1	49	0	2.84296951701288	0.00436956397408928	ENSG00000064393.16
chr19	18992333	18992382	SUGP2	0	-	18992333	18992382	0	1	49	0	3.79548918917219	0.000202835597952311	ENSG00000064607.17
chr19	19024765	19024864	SUGP2	0	-	19024765	19024864	0	1	99	0	1.8903402979005	2.22500601584485e-06	ENSG00000064607.17
chr19	19024914	19024963	SUGP2	0	-	19024914	19024963	0	1	49	0	4.46590811865458	0.00382943875904029	ENSG00000064607.17
chr5	128084513	128084562	SLC12A2	0	+	128084513	128084562	0	1	49	0	6.21860011968236	7.05120073440923e-10	ENSG00000064651.14
chr1	111766256	111766305	DDX20	0	+	111766256	111766305	0	1	49	0	0.5067356385139	0.00195667960741597	ENSG00000064703.12
chr19	2101287	2101336	AP3D1	0	-	2101287	2101336	0	1	49	0	-2.98091718776977	0.000458616474206419	ENSG00000065000.19
chr13	98022254	98022303	IPO5	0	+	98022254	98022303	0	1	49	0	-1.0123519443837	0.00129416856661835	ENSG00000065150.21
chr1	88741181	88741230	PKN2	0	+	88741181	88741230	0	1	49	0	-1.95104494852705	0.000836181563893091	ENSG00000065243.20
chr1	15932755	15932804	SPEN	0	+	15932755	15932804	0	1	49	0	-3.50028828141166	0.00394799944946378	ENSG00000065526.12
chr1	15934004	15934053	SPEN	0	+	15934004	15934053	0	1	49	0	-2.40016542133374	1.26494483420059e-05	ENSG00000065526.12
chr1	15934454	15934503	SPEN	0	+	15934454	15934503	0	1	49	0	-2.03602904874447	0.000206084337100787	ENSG00000065526.12
chr1	15939708	15939757	SPEN	0	+	15939708	15939757	0	1	49	0	0.823639980736611	0.000226656082514931	ENSG00000065526.12
chr10	104002960	104003009	SLK	0	+	104002960	104003009	0	1	49	0	-2.49595648597457	4.64934995176858e-05	ENSG00000065613.15
chr6	83964084	83964133	CYB5R4	0	+	83964084	83964133	0	1	49	0	3.99513791213866	0.00442499979292599	ENSG00000065615.14
chr10	14521096	14521145	FAM107B	0	-	14521096	14521145	0	1	49	0	1.01838059866386	0.000816502543310893	ENSG00000065809.13
chr4	38027814	38027863	TBC1D1	0	+	38027814	38027863	0	1	49	0	2.78762659972463	0.000913348357671095	ENSG00000065882.16
chr7	39950321	39950370	CDK13	0	+	39950321	39950370	0	1	49	0	-1.05098423967886	0.000327139183967873	ENSG00000065883.16
chr7	39950770	39950819	CDK13	0	+	39950770	39950819	0	1	49	0	-3.88156379778241	0.00162391215463831	ENSG00000065883.16
chr7	40094538	40094587	CDK13	0	+	40094538	40094587	0	1	49	0	1.73929589969232	4.16854049477555e-05	ENSG00000065883.16
chr7	40095187	40095236	CDK13	0	+	40095187	40095236	0	1	49	0	3.63758615971702	7.05992959775248e-05	ENSG00000065883.16
chr2	74214732	74214781	MTHFD2	0	+	74214732	74214781	0	1	49	0	5.21493575760898	0.00101138834784842	ENSG00000065911.12
chr12	8039900	8039949	FOXJ2	0	+	8039900	8039949	0	1	49	0	-4.56434819094809	0.00245996634119827	ENSG00000065970.9
chr19	7963546	7963595	ELAVL1	0	-	7963546	7963595	0	1	49	0	-1.03977178864497	0.000200413727735716	ENSG00000066044.15
chr12	50741530	50744626	DIP2B	0	+	50741530	50744626	0	2	10,40	0,3057	-3.19867311755007	0.00054286312054741	ENSG00000066084.13
chr1	43704622	43704671	KDM4A	0	+	43704622	43704671	0	1	49	0	2.31825120973516	0.000120477041744227	ENSG00000066135.13
chr11	47355059	47355108	SPI1	0	-	47355059	47355108	0	1	49	0	-0.867232075288022	0.00109414322541801	ENSG00000066336.12
chr3	101665454	101665503	ZBTB11	0	-	101665454	101665503	0	1	49	0	4.70953020131233	0.00249847673110748	ENSG00000066422.5
chr1	70189264	70205429	LRRC40	0	-	70189264	70205429	0	2	10,40	0,16126	4.99721227376412	0.00149732402568781	ENSG00000066557.6
chr16	20735282	20735331	THUMPD1	0	-	20735282	20735331	0	1	49	0	-0.702466912485484	0.00061909846315511	ENSG00000066654.14
chr16	20736721	20736770	THUMPD1	0	-	20736721	20736770	0	1	49	0	0.717416751474404	0.000362069094040574	ENSG00000066654.14
chr14	96285675	96285724	ATG2B	0	-	96285675	96285724	0	1	49	0	-5.23644196282058	0.00123237731651959	ENSG00000066739.12
chr14	96285824	96285873	ATG2B	0	-	96285824	96285873	0	1	49	0	4.31748811337529	1.22526825796498e-07	ENSG00000066739.12
chr15	71897963	71898012	MYO9A	0	-	71897963	71898012	0	1	49	0	2.43569266700948	0.00150105314152149	ENSG00000066933.16
chr1	93877214	93877263	DNTTIP2	0	-	93877214	93877263	0	1	49	0	-2.01422939307771	0.0025985615122841	ENSG00000067334.14
chr15	43428153	43432227	TP53BP1	0	-	43428153	43432227	0	2	16,34	0,4041	-2.49748543199486	1.54413835758982e-05	ENSG00000067369.14
chr18	21049861	21070561	ROCK1	0	-	21049861	21070561	0	2	20,30	0,20671	0.709173164575778	0.000310170786872676	ENSG00000067900.8
chr18	21111415	21111464	ROCK1	0	-	21111415	21111464	0	1	49	0	-2.62355314245707	0.00412668508553704	ENSG00000067900.8
chr17	60042757	60042806	HEATR6	0	-	60042757	60042806	0	1	49	0	-2.01490302054227	0.00442110036522891	ENSG00000068097.15
chr17	60043956	60044005	HEATR6	0	-	60043956	60044005	0	1	49	0	0.784118958765669	0.00406839131141379	ENSG00000068097.15
chr2	86021713	86021762	POLR1A	0	-	86021713	86021762	0	1	49	0	-0.793912627826824	0.000325449366645802	ENSG00000068654.16
chr2	86021912	86021961	POLR1A	0	-	86021912	86021961	0	1	49	0	-3.52636052445514	0.00242062597043657	ENSG00000068654.16
chr2	86027100	86027149	POLR1A	0	-	86027100	86027149	0	1	49	0	-0.823273992630895	0.000663860917254455	ENSG00000068654.16
chr11	64925556	64925605	PPP2R5B	0	+	64925556	64925605	0	1	49	0	3.7841896339089	5.48706796510423e-05	ENSG00000068971.14
chr5	135028432	135028581	PITX1	0	-	135028432	135028581	0	1	149	0	1.51343097253589	1.25702234438676e-07	ENSG00000069011.16
chr5	135029031	135029080	PITX1	0	-	135029031	135029080	0	1	49	0	-1.36183088894152	0.00107576956974209	ENSG00000069011.16
chr1	6098497	6098596	KCNAB2	0	+	6098497	6098596	0	1	99	0	-1.48674594042192	2.84903883130765e-05	ENSG00000069424.15
chrX	44527276	44527325	FUNDC1	0	-	44527276	44527325	0	1	49	0	4.3820266346942	8.82334867142731e-05	ENSG00000069509.6
chr15	52046670	52046719	MAPK6	0	+	52046670	52046719	0	1	49	0	0.653779397768926	0.00382614762107014	ENSG00000069956.12
chr12	12121409	12124602	LRP6	0	-	12121409	12124602	0	2	12,38	0,3156	4.18965474201706	1.12658770821117e-05	ENSG00000070018.9
chr11	606540	606589	PHRF1	0	+	606540	606589	0	1	49	0	-2.0867675817841	9.16465068325766e-05	ENSG00000070047.13
chr11	607261	607310	PHRF1	0	+	607261	607310	0	1	49	0	0.793676768948106	0.00276145919668402	ENSG00000070047.13
chr11	607810	607859	PHRF1	0	+	607810	607859	0	1	49	0	1.68447309837701	0.000154662018383434	ENSG00000070047.13
chr11	609306	609405	PHRF1	0	+	609306	609405	0	1	99	0	1.74013510382276	4.90577988505235e-06	ENSG00000070047.13
chr14	56647958	56648007	TMEM260	0	+	56647958	56648007	0	1	49	0	4.55387689160054	0.00328463648875865	ENSG00000070269.14
chr14	56649204	56649253	TMEM260	0	+	56649204	56649253	0	1	49	0	5.6801726090077	2.71535895990383e-08	ENSG00000070269.14
chr17	2300170	2300219	SMG6	0	-	2300170	2300219	0	1	49	0	-1.11742162062544	0.00368907156626763	ENSG00000070366.14
chr19	681901	681950	FSTL3	0	+	681901	681950	0	1	49	0	1.42089989029737	0.000151023851667209	ENSG00000070404.10
chr22	19038812	19038861	DGCR2	0	-	19038812	19038861	0	1	49	0	-0.536536474891824	0.00335426172083131	ENSG00000070413.20
chr22	19041144	19041193	DGCR2	0	-	19041144	19041193	0	1	49	0	-3.91202300526712	0.00136444925625689	ENSG00000070413.20
chr19	647625	647674	RNF126	0	-	647625	647674	0	1	49	0	4.76217393478839	8.81560502019597e-06	ENSG00000070423.18
chr9	35737114	35737163	GBA2	0	-	35737114	35737163	0	1	49	0	-1.6732231378675	0.000260269020333159	ENSG00000070610.14
chr5	150555424	150555473	NDST1	0	+	150555424	150555473	0	1	49	0	3.95672318188804	0.0017303922685058	ENSG00000070614.15
chr8	42169336	42169385	AP3M2	0	+	42169336	42169385	0	1	49	0	-0.558513454551705	0.0020876731769951	ENSG00000070718.12
chr12	89591047	89591096	ATP2B1	0	-	89591047	89591096	0	1	49	0	1.41320181403311	0.00394375341841358	ENSG00000070961.15
chr2	105881954	105892985	NCK2	0	+	105881954	105892985	0	2	96,4	0,11028	-1.54961941722318	3.19003305520288e-05	ENSG00000071051.14
chr2	98726329	98726378	MGAT4A	0	-	98726329	98726378	0	1	49	0	-1.74523945358275	0.000709753890631771	ENSG00000071073.13
chr5	917418	917467	TRIP13	0	+	917418	917467	0	1	49	0	3.43398720448514	0.000867609586497564	ENSG00000071539.14
chr19	1610987	1611036	TCF3	0	-	1610987	1611036	0	1	49	0	5.41164605184569	1.35584472216177e-06	ENSG00000071564.17
chr19	1576879	1576928	MBD3	0	-	1576879	1576928	0	1	49	0	0.688032079893174	0.00152185249435888	ENSG00000071655.18
chr19	1577625	1577674	MBD3	0	-	1577625	1577674	0	1	49	0	-0.512588303494878	0.00371212896844231	ENSG00000071655.18
chr2	171555047	171555096	CYBRD1	0	+	171555047	171555096	0	1	49	0	4.48863636973214	0.00368089240483904	ENSG00000071967.12
chr6	170582752	170582801	PDCD2	0	-	170582752	170582801	0	1	49	0	1.73655991987344	5.54799103051895e-05	ENSG00000071994.11
chr14	67677100	67677149	RDH11	0	-	67677100	67677149	0	1	49	0	4.29045944114839	0.00165256524132507	ENSG00000072042.13
chr14	67678199	67678248	RDH11	0	-	67678199	67678248	0	1	49	0	-1.11342737445325	0.00380885140602882	ENSG00000072042.13
chr14	68884860	68885450	ACTN1	0	-	68884860	68885450	0	2	24,26	0,565	4.81218435522024	2.80824103360277e-06	ENSG00000072110.13
chr14	67323763	67323812	MPP5	0	+	67323763	67323812	0	1	49	0	4.04305126767352	4.84334105488315e-07	ENSG00000072415.9
chr10	60888345	60888394	RHOBTB1	0	-	60888345	60888394	0	1	49	0	-1.77557990036988	0.00439727463654827	ENSG00000072422.17
chrX	53374449	53374498	SMC1A	0	-	53374449	53374498	0	1	49	0	0.684668561704396	0.00441041654096019	ENSG00000072501.18
chrX	53412930	53412979	SMC1A	0	-	53412930	53412979	0	1	49	0	-0.81902742644895	0.00102629020934975	ENSG00000072501.18
chr5	163471189	163471238	HMMR	0	+	163471189	163471238	0	1	49	0	-1.17673006793206	0.00101589929794521	ENSG00000072571.20
chr16	68122389	68122438	NFATC3	0	+	68122389	68122438	0	1	49	0	1.92498888388486	0.00126011677367988	ENSG00000072736.19
chr3	3148314	3148363	TRNT1	0	+	3148314	3148363	0	1	49	0	-3.03495298699288	0.00249761400281889	ENSG00000072756.17
chr16	15725105	15725154	NDE1	0	+	15725105	15725154	0	1	49	0	4.93087032562739	9.07080954792861e-09	ENSG00000072864.15
chr19	16236277	16236326	AP1M1	0	+	16236277	16236326	0	1	49	0	2.40514168131914	0.000175080443350128	ENSG00000072958.8
chr19	16236527	16236576	AP1M1	0	+	16236527	16236576	0	1	49	0	1.8046076117059	0.000236169737652281	ENSG00000072958.8
chr19	44662014	44662063	PVR	0	+	44662014	44662063	0	1	49	0	-0.908568685780245	0.00101993615340912	ENSG00000073008.15
chr12	124777855	124777904	SCARB1	0	-	124777855	124777904	0	1	49	0	-0.689559732766289	0.00232689636398709	ENSG00000073060.16
chr22	50217272	50217321	SELENOO	0	+	50217272	50217321	0	1	49	0	-3.81771232579588	0.000219076099165938	ENSG00000073169.14
chr4	112343277	112343326	ALPK1	0	+	112343277	112343326	0	1	49	0	-1.0536906012766	0.000732168334446559	ENSG00000073331.18
chr15	85138151	85138200	PDE8A	0	+	85138151	85138200	0	1	49	0	5.41164605185558	3.17807341654319e-06	ENSG00000073417.15
chr17	40628906	40628955	SMARCE1	0	-	40628906	40628955	0	1	49	0	-1.1585104302492	0.00267142151117761	ENSG00000073584.20
chr12	284349	284398	KDM5A	0	-	284349	284398	0	1	49	0	4.72738781871235	0.0024208938747291	ENSG00000073614.13
chr12	284599	284648	KDM5A	0	-	284599	284648	0	1	49	0	-0.585901650211687	0.00146723752545153	ENSG00000073614.13
chr12	311132	311181	KDM5A	0	-	311132	311181	0	1	49	0	4.09434456206108	3.36436884595948e-06	ENSG00000073614.13
chr2	169081642	169081691	DHRS9	0	+	169081642	169081691	0	1	49	0	4.94164242259994	1.19528641839839e-06	ENSG00000073737.16
chr13	32295236	32295285	FRY	0	+	32295236	32295285	0	1	49	0	-2.1972245772441	0.00289666694052903	ENSG00000073910.22
chr11	85958723	85958772	PICALM	0	-	85958723	85958772	0	1	49	0	-1.17116317932668	0.000407157315270856	ENSG00000073921.18
chr17	3807397	3807446	NCBP3	0	-	3807397	3807446	0	1	49	0	4.36944785246702	0.0045265252859168	ENSG00000074356.17
chr17	3812686	3812735	NCBP3	0	-	3812686	3812735	0	1	49	0	-2.28543893415908	0.000233814838929036	ENSG00000074356.17
chr15	65576901	65576950	HACD3	0	+	65576901	65576950	0	1	49	0	6.49526555592764	1.50991530389888e-09	ENSG00000074696.13
chr17	4006094	4006143	ZZEF1	0	-	4006094	4006143	0	1	49	0	-4.32192271008443	0.000138832100891162	ENSG00000074755.15
chr22	46308941	46312187	GTSE1	0	+	46308941	46312187	0	2	3,47	0,3200	-1.93756981714138	0.00133539650242209	ENSG00000075218.19
chr22	46677662	46677711	GRAMD4	0	+	46677662	46677711	0	1	49	0	0.775575954743723	0.00104735037802395	ENSG00000075240.17
chr22	46535754	46535803	CELSR1	0	-	46535754	46535803	0	1	49	0	1.02961941718115	0.0018120939523194	ENSG00000075275.17
chr2	71349509	71349558	ZNF638	0	+	71349509	71349558	0	1	49	0	-0.792402138655653	0.000243739430756951	ENSG00000075292.19
chr2	71423835	71423884	ZNF638	0	+	71423835	71423884	0	1	49	0	-1.29578035357906	0.000342017033641895	ENSG00000075292.19
chr10	38118615	38118664	ZNF37A	0	+	38118615	38118664	0	1	49	0	-1.96072523490194	0.00348276285421789	ENSG00000075407.18
chr10	38118715	38118764	ZNF37A	0	+	38118715	38118764	0	1	49	0	0.625549982709878	0.000621477860712649	ENSG00000075407.18
chr10	38119464	38119513	ZNF37A	0	+	38119464	38119513	0	1	49	0	5.85793315448345	0.000311224160136736	ENSG00000075407.18
chr10	38122962	38123011	ZNF37A	0	+	38122962	38123011	0	1	49	0	0.78612363701805	0.00338649403093993	ENSG00000075407.18
chr14	103502983	103503032	MARK3	0	+	103502983	103503032	0	1	49	0	1.75253875607477	0.000263232222317722	ENSG00000075413.18
chr12	98601582	98601631	SLC25A3	0	+	98601582	98601631	0	1	49	0	-0.817084081790707	0.00188292317022254	ENSG00000075415.13
chr12	108560952	108561001	SART3	0	-	108560952	108561001	0	1	49	0	0.679002673173781	0.00379631048056161	ENSG00000075856.12
chr11	114407626	114407675	RBM7	0	+	114407626	114407675	0	1	49	0	-0.811706915284502	0.00184079930171499	ENSG00000076053.10
chr8	80976788	80976837	PAG1	0	-	80976788	80976837	0	1	49	0	5.63478960316926	0.000469878406543667	ENSG00000076641.4
chr19	10334623	10334672	ICAM3	0	-	10334623	10334672	0	1	49	0	1.66018311143942	0.00190166638709133	ENSG00000076662.10
chr19	10335867	10335916	ICAM3	0	-	10335867	10335916	0	1	49	0	-6.52941883825285	0.00196509762210206	ENSG00000076662.10
chr10	103089702	103089751	NT5C2	0	-	103089702	103089751	0	1	49	0	-0.964839145770441	0.00144719506407553	ENSG00000076685.18
chr19	41889278	41889327	ARHGEF1	0	+	41889278	41889327	0	1	49	0	3.71357206678315	0.000824947699504141	ENSG00000076928.18
chr19	7911509	7911558	MAP2K7	0	+	7911509	7911558	0	1	49	0	-0.765737178224091	0.000271782315434676	ENSG00000076984.17
chr10	96522207	96522256	TM9SF3	0	-	96522207	96522256	0	1	49	0	1.33579819710538	0.00260463386060228	ENSG00000077147.16
chr16	27464600	27464649	GTF3C1	0	-	27464600	27464649	0	1	49	0	-4.90527477791868	0.00161388132273965	ENSG00000077235.18
chr18	46811561	46811610	PIAS2	0	-	46811561	46811610	0	1	49	0	5.80513496890711	7.67810592883223e-09	ENSG00000078043.16
chr4	39778559	39778608	UBE2K	0	+	39778559	39778608	0	1	49	0	-5.32300997912904	5.73721084283773e-05	ENSG00000078140.14
chr12	2940791	2940840	TULP3	0	+	2940791	2940840	0	1	49	0	-0.653230573154503	0.00331299732665102	ENSG00000078246.17
chr10	21673490	21673539	MLLT10	0	+	21673490	21673539	0	1	49	0	6.41999492813778	2.89498844896485e-08	ENSG00000078403.17
chr1	51837477	51837526	NRDC	0	-	51837477	51837526	0	1	49	0	5.12396397940326	0.00119211274219311	ENSG00000078618.21
chr1	51840495	51862193	NRDC	0	-	51840495	51862193	0	2	20,80	0,21619	-1.09022844822421	6.40663699854603e-06	ENSG00000078618.21
chr17	78049480	78049529	TNRC6C	0	+	78049480	78049529	0	1	49	0	5.31811999383484	6.66993261067006e-07	ENSG00000078687.17
chr17	78051223	78051272	TNRC6C	0	+	78051223	78051272	0	1	49	0	1.60472092249893	0.00444553146526172	ENSG00000078687.17
chr17	78106893	78106942	TNRC6C	0	+	78106893	78106942	0	1	49	0	5.75257263882563	0.000378184174949614	ENSG00000078687.17
chr20	34534765	34540599	ITCH	0	+	34534765	34540599	0	2	31,19	0,5816	-1.36948724280351	0.000575687582305639	ENSG00000078747.15
chr11	1275767	1275816	TOLLIP	0	-	1275767	1275816	0	1	49	0	-1.11788070753399	0.000667440829243082	ENSG00000078902.16
chr19	1825899	1826882	REXO1	0	-	1825899	1826882	0	2	45,5	0,979	4.40671924725488	1.46211404582486e-05	ENSG00000079313.15
chr19	1826983	1827032	REXO1	0	-	1826983	1827032	0	1	49	0	0.776528789498997	0.00127328746708089	ENSG00000079313.15
chr19	1828029	1828078	REXO1	0	-	1828029	1828078	0	1	49	0	-1.54544505136382	0.000668645113743205	ENSG00000079313.15
chr19	42273757	42273806	CIC	0	+	42273757	42273806	0	1	49	0	-0.815542976423723	0.000173348109473226	ENSG00000079432.7
chr19	42274456	42274505	CIC	0	+	42274456	42274505	0	1	49	0	-0.775175986205113	0.0009156754213685	ENSG00000079432.7
chr8	11831763	11838454	FDFT1	0	+	11831763	11838454	0	2	32,67	0,6625	-4.57985237784278	1.04091754303484e-05	ENSG00000079459.13
chr19	10833189	10833238	DNM2	0	+	10833189	10833238	0	1	49	0	-1.34540559086595	0.00275809403891758	ENSG00000079805.17
chr20	46350107	46350156	SLC35C2	0	-	46350107	46350156	0	1	49	0	0.545572804781195	0.00370475431239858	ENSG00000080189.15
chr3	97874892	97874941	CRYBG3	0	+	97874892	97874941	0	1	49	0	-1.55702416975006	0.000468686521626682	ENSG00000080200.10
chr3	97876439	97876488	CRYBG3	0	+	97876439	97876488	0	1	49	0	-1.31901235404605	0.000131750025537114	ENSG00000080200.10
chr3	97876638	97876687	CRYBG3	0	+	97876638	97876687	0	1	49	0	0.989917047118825	0.00253636096984766	ENSG00000080200.10
chr3	97877037	97877086	CRYBG3	0	+	97877037	97877086	0	1	49	0	-2.11517598970757	1.01639562100075e-05	ENSG00000080200.10
chr2	151463992	151464041	RIF1	0	+	151463992	151464041	0	1	49	0	1.11873369186753	0.000314639305031949	ENSG00000080345.18
