	T0_Rep1	GSK_Rep1	GSK_Rep2	DMSO_Rep1	DMSO_Rep2
LRRTM2_-_138211014.23-P1P2	0	5	1	0	1
LRRTM4_-_77749034.23-P1P2	0	0	0	0	1
LRRTM4_-_77749078.23-P1P2	0	1	0	1	0
LSM7_-_2328534.23-P1P2	1	0	0	0	0
LSP1_-_25591476.23-ENST00000599825.1	3	1	1	2	1
LSP1_+_25592006.23-ENST00000599825.1	0	0	1	0	0
LST1_+_31555390.23-P2	1	1	0	4	0
LTB4R_+_24780758.23-P1P2	1	1	1	0	2
LTBR_+_6493756.23-P1P2	1	0	0	0	0
LTC4S_-_179221076.23-P1P2	2	0	1	0	0
LTN1_+_30365073.23-P1P2	0	1	1	0	0
LUZP6_+_135613212.23-P1P2	0	1	0	0	1
LY6D_-_143867903.23-P1P2	0	0	0	1	0
LY6G6D_-_31683195.23-P1P2	1	1	1	1	2
LY6G6F_+_31674703.23-P1P2	0	0	1	0	1
LY6H_-_144241623.23-P1P2	0	0	0	1	0
LYPD2_+_143833654.23-P1P2	0	0	1	1	0
LYPD3_+_43969493.23-P1P2	1	2	0	0	1
LYPD5_+_44324738.23-P1	0	1	1	1	0
LYPLAL1_-_219347200.23-P1P2	0	0	1	0	2
LYPLAL1_-_219347223.23-P1P2	0	0	0	1	0
LYPLAL1_-_219347474.23-P1P2	2	1	1	1	0
LYSMD3_+_89825189.23-P1P2	1	1	2	0	0
LYSMD3_+_89825390.23-P1P2	0	0	0	1	0
LZTS2_+_102759798.23-P1	0	0	0	2	0
MAB21L3_-_116654050.23-P1P2	1	0	0	0	0
MAB21L3_+_116654455.23-P1P2	1	0	1	0	0
MAD1L1_-_2272168.23-P1P2	0	0	0	1	1
MAD2L1_+_120987919.23-P1P2	1	0	0	0	0
MAEA_-_1283719.23-P1	0	0	0	1	0
MAEA_-_1303433.23-P2	0	0	1	1	0
MAFK_-_1570844.23-P1P2	1	1	2	2	0
MAGEA1_+_152486051.23-P1P2	0	1	0	0	0
MAGEA11_-_148793723.23-P1	1	3	0	0	0
MAGEA3_+_151937941.23-ENST00000370278.3,ENST00000393902.3	0	0	0	1	0
MAGEB18_+_26156527.23-P1P2	1	0	0	0	0
MAGEB6_-_26210610.23-P1P2	0	0	0	4	2
MAGEL2_-_23892814.23-P1P2	0	0	0	1	0
MAGI1_-_66024453.23-P1P2	1	0	1	0	1
MAGI1_-_66024515.23-P1P2	3	0	3	1	1
MAGIX_+_49021101.23-P1P2	0	1	1	0	1
MAGOH_-_53703893.23-P1P2	0	1	0	0	0
MAGT1_+_77150943.23-P1P2	0	1	0	1	0
MALL_-_110873320.23-P1P2	1	0	3	0	1
MAMDC2_-_72659177.23-P1P2	0	0	0	1	0
MAMSTR_-_49222925.23-P2	0	0	1	0	1
MAN1A1_-_119670850.23-P1P2	2	4	1	1	0
MAN2B1_-_12777516.23-P1	0	3	2	3	2
MANEA_+_96025822.23-P1P2	2	0	1	1	0
MANEA_+_96025832.23-P1P2	0	0	0	0	1
MAP2_+_210288762.23-P1	1	0	0	1	0
MAP2K1_-_66679485.23-P1P2	1	0	0	0	0
MAP2K2_+_4123678.23-P1P2	1	0	1	0	1
MAP2K5_+_67835452.23-P1P2	1	0	0	0	0
MAP3K12_-_53893217.23-P1P2	0	0	0	1	1
MAP3K15_-_19533551.23-P1P2	2	0	1	4	3
MAP3K3_-_61699772.23-P1P2	2	0	1	0	0
MAP3K7_+_91296756.23-P1P2	0	1	0	0	0
MAP3K9_-_71275994.23-P1P2	0	0	0	1	0
MAP4K1_-_39108597.23-P1P2	1	0	1	0	0
MAP4K2_+_64570318.23-P1P2	1	0	0	0	0
MAP4K4_-_102314429.23-P1P2	0	0	0	0	1
MAP6_+_75379142.23-P1P2	0	0	0	1	0
MAPK11_-_50708414.23-P1P2	1	2	1	1	1
MAPK14_+_35995634.23-P1P2	2	3	5	2	1
MAPK4_-_48086502.23-P1P2	1	0	0	0	0
MAPK6_-_52311462.23-P1P2	0	0	0	0	1
MAPK8IP1_+_45922088.23-P1	2	6	8	3	6
MAPK8IP2_-_51039250.23-P1P2	1	0	0	1	0
MAPKAP1_-_128469133.23-P1	0	0	0	2	0
MAPKAP1_+_128412632.23-P2	0	1	0	1	1
MAPKBP1_+_42066764.23-P1P2	9	1	3	3	5
MAPRE1_+_31407831.23-P1P2	0	1	1	0	2
MARCH2_-_8478308.23-P1	2	1	0	0	0
MARCH6_+_10354224.23-P1P2	0	0	1	0	1
MARK1_+_220702229.23-P1P2	3	1	0	1	1
MARK2_+_63656366.23-P2	1	1	3	0	0
MARK4_+_45754981.23-P1P2	0	0	1	0	0
MARS_-_57881832.23-P1P2	1	0	0	0	0
MARS2_+_198570149.23-P1P2	0	0	0	1	0
MARVELD1_+_99473580.23-P1P2	0	0	1	0	1
MARVELD2_-_68711141.23-P1P2	0	1	1	0	0
MATN2_-_98900508.23-P2	1	1	0	0	2
MATN2_+_98900307.23-P2	0	0	1	1	1
MATN4_-_43936715.23-P1P2	1	0	0	0	0
MATN4_-_43936897.23-P1P2	0	0	0	1	0
MAU2_-_19431686.23-P1P2	0	1	0	2	0
MAX_-_65568996.23-P1P2	1	2	0	1	0
MAZ_+_29818121.23-P1P2	0	0	0	1	0
MB21D1_-_74162004.23-P1P2	1	0	0	0	0
MBD4_-_129158400.23-P1P2	1	0	0	0	0
MBLAC1_-_99724616.23-P1P2	1	0	0	0	0
MBNL2_+_97874623.23-P1P2	0	0	0	0	1
MBTD1_+_49337371.23-P1P2	3	0	1	0	0
MCAM_+_119187345.23-P1P2	0	0	1	0	0
MCFD2_-_47168823.23-P2	0	1	0	1	0
MCM8_-_5931570.23-P1P2	1	0	0	0	0
MCOLN3_+_85513932.23-P1P2	0	0	0	1	0
MCPH1_+_6264175.23-P1P2	0	0	0	1	0
MDC1_-_30685505.23-P1P2	0	0	1	0	0
MDFIC_-_114562923.23-P1P2	0	1	0	0	1
MDGA1_-_37665179.23-P1P2	0	2	0	0	0
MDGA1_+_37665164.23-P1P2	0	0	1	0	0
ME1_-_84140377.23-P1P2	0	1	0	0	0
MED1_-_37607477.23-P1P2	1	0	0	1	0
MED26_-_16738951.23-P1P2	0	0	2	0	1
MED27_+_134954760.23-P1P2	0	0	0	0	1
MEF2A_+_100106628.23-P1P2	3	3	3	7	3
MEIS3_+_47922313.23-P1	1	3	0	3	3
MEP1A_-_46761204.23-P1P2	1	0	1	2	0
MESDC1_-_81293663.23-P1P2	0	1	0	0	0
MESDC2_+_81282113.23-P1P2	1	1	1	1	0
MESP1_+_90293661.23-P1P2	0	0	0	1	1
MESP2_-_90320317.23-P1P2	1	0	0	0	0
METTL15_-_28129999.23-P2	0	1	0	0	0
METTL17_+_21458205.23-P1P2	1	1	0	0	0
METTL21B_+_58166482.23-P1P2	1	0	1	1	0
METTL2A_+_60501398.23-P1P2	0	1	0	0	0
METTL6_-_15468948.23-P1P2	2	0	0	0	1
METTL7A_+_51318872.23-P1P2	1	0	1	1	0
METTL9_+_21610917.23-P1P2	0	0	1	0	1
MEX3B_-_82335990.23-P2	1	0	0	2	1
MFHAS1_+_8751059.23-P1P2	0	0	1	1	1
MFI2_-_196730745.23-P2	1	2	0	2	0
MFSD1_-_158520005.23-P1P2	0	2	2	1	1
MFSD11_+_74734133.23-P1P2	0	1	0	0	1
MFSD3_+_145734479.23-P1P2	1	0	0	1	0
MFSD3_+_145734510.23-P1P2	4	1	0	3	3
MFSD4_-_205538201.23-P1P2	2	2	0	1	0
MFSD6_-_191273317.23-P1P2	1	0	0	2	0
MFSD6_+_191273109.23-P1P2	0	0	0	1	0
MFSD8_+_128886297.23-P1P2	0	0	0	0	1
MGARP_+_140201346.23-P1P2	0	0	1	0	0
MGAT5B_+_74864937.23-P1P2	0	0	0	1	0
MGLL_+_127541632.23-P1P2	1	0	0	0	0
MGST1_-_16500686.23-P1P2	4	0	0	0	2
MIA3_-_222791455.23-P1	2	1	0	0	1
MICAL2_+_12132202.23-P1P2	1	0	0	0	1
MICU2_+_22177886.23-P1P2	2	4	4	1	5
MID2_+_107069127.23-P1P2	1	0	1	2	0
MINK1_+_4736779.23-P1P2	2	5	3	1	0
MIOS_+_7606578.23-P1P2	0	1	1	1	0
MIOX_+_50925741.23-P1P2	1	0	0	0	0
MISP_-_751138.23-P1P2	0	1	0	0	0
MISP_+_751359.23-P1P2	0	0	1	0	0
MKL1_+_41032294.23-P1P2	1	0	0	0	0
MKL2_-_14173159.23-ENST00000318282.5	2	2	0	0	2
MKNK1_-_47082123.23-P2	0	1	0	0	0
MKNK2_-_2051055.23-P1	0	1	0	0	0
MKNK2_+_2051224.23-P1	1	0	0	1	0
MKRN1_+_140178899.23-P1P2	0	0	1	1	0
MLANA_+_5897645.23-P2	0	0	2	1	0
MLEC_-_121134675.23-P2	0	0	0	1	0
MLLT6_-_36862082.23-P1P2	0	3	0	0	0
MLLT6_+_36861945.23-P1P2	0	0	0	1	1
MLPH_+_238395957.23-P1P2	0	0	0	0	1
MLST8_+_2255502.23-P1P2	0	0	0	1	0
MLX_-_40719135.23-P1P2	1	0	0	0	0
MMACHC_+_45966055.23-P1P2	0	0	0	1	0
MMADHC_-_150444118.23-P1P2	2	5	1	1	5
MMD_-_53499188.23-P1P2	1	0	1	5	7
MMD2_+_4998228.23-P1P2	0	0	0	1	1
MME_-_154798084.23-P1P2	0	0	0	1	0
MMEL1_+_2564471.23-ENST00000378412.3	0	0	0	0	1
MMP28_+_34122577.23-P1P2	0	1	0	0	0
MNT_+_2304285.23-P1P2	0	0	1	1	1
MOAP1_-_93650807.23-P1P2	0	0	0	1	0
MOB1A_-_74405660.23-P1P2	2	0	0	1	2
MOCS3_-_49575727.23-P1P2	0	1	0	0	0
MOGAT2_-_75428911.23-P1P2	0	0	0	1	0
MOGAT2_+_75428885.23-P1P2	0	1	0	0	2
MON2_-_62860785.23-P1P2	1	0	0	0	0
MORC1_-_108836955.23-P1P2	0	1	0	0	2
MORN3_-_122110448.23-P1P2	1	0	0	0	0
MORN4_+_99393203.23-P1P2	0	0	0	0	1
MPDZ_+_13279462.23-P1P2	0	0	0	1	0
MPDZ_+_13279639.23-P1P2	0	1	0	0	0
MPP2_-_41984872.23-P1P2	0	2	0	0	0
MPP2_+_41984446.23-P1P2	0	1	0	0	0
MPPE1_-_11908063.23-P1P2	1	1	1	2	1
MPPE1_-_11908302.23-P1P2	20	0	0	3	7
MPPED1_+_43808139.23-P1P2	0	2	0	0	0
MPPED2_+_30607509.23-P1P2	0	2	0	1	1
MPRIP_+_16945792.23-P1P2	7	1	6	9	6
MPV17L_+_15490052.23-P1P2	0	1	0	1	0
MR1_-_181003149.23-P1P2	0	1	0	0	0
MRGPRF_+_68780597.23-P1P2	0	0	1	0	0
MRGPRX4_-_18194526.23-ENST00000314254.3	0	1	1	0	1
MROH7_-_55107492.23-P1P2	0	0	1	1	0
MRPL17_-_6704491.23-P1P2	0	1	1	0	1
MRPL18_-_160210964.23-P1P2	9	4	40	0	16
MRPL18_-_160211527.23-P1P2	0	0	2	0	2
MRPL33_+_27994654.23-P1P2	3	1	5	1	1
MRPL43_+_102747166.23-P1P2	0	0	1	0	1
MRPL45_-_36453211.23-P1P2	0	1	0	0	0
MRPL52_+_23299052.23-P1P2	1	0	0	0	0
MRPL54_+_3762727.23-P1P2	1	0	1	1	2
MRPS10_+_42185601.23-P1P2	3	1	0	0	1
MRPS11_-_89010954.23-P1P2	0	0	1	0	0
MRPS16_+_75012360.23-P1P2	0	2	1	2	0
MRPS24_+_43909011.23-P1P2	0	0	1	0	0
MRPS27_-_71615969.23-P1P2	0	2	0	0	0
MRPS35_-_27863957.23-P1P2	1	3	1	1	1
MRRF_+_125027173.23-P1P2	1	0	1	0	0
MRRF_+_125027225.23-P1P2	1	0	0	1	0
MRTO4_+_19578379.23-P1P2	0	0	3	0	1
MRVI1_-_10714667.23-P1P2	0	1	0	1	0
MS4A10_-_60552926.23-P1P2	0	1	1	0	0
MS4A10_+_60553214.23-P1P2	0	0	1	0	0
MS4A6A_-_59950526.23-P1P2	1	0	0	0	0
MS4A6A_+_59950561.23-P1P2	0	0	1	0	0
MSANTD1_+_3250946.23-P1P2	0	0	0	1	0
MSANTD4_-_105892948.23-P1P2	7	3	1	2	4
MSANTD4_-_105892962.23-P1P2	1	3	3	3	3
MSC_-_72756626.23-P1P2	1	0	0	0	0
MSS51_+_75193269.23-P1P2	0	1	0	0	0
MST1_-_49726034.23-ENST00000449682.2	0	0	0	1	0
MSX1_-_4861438.23-P1P2	1	2	1	1	0
MT1A_+_56672936.23-ENST00000290705.8	3	1	0	0	0
MT1F_-_56691882.23-P1P2	0	2	1	7	1
MT1G_+_56701910.23-P1P2	2	2	0	1	0
MT4_-_56599354.23-P1P2	1	2	3	0	1
MTA1_+_105886633.23-P1P2	4	3	1	5	2
MTHFD2_-_74433575.23-P2	1	0	0	0	0
MTIF2_-_55496337.23-P1P2	0	1	0	0	1
MTMR3_-_30279601.23-P1P2	0	0	1	0	0
MTMR9_+_11142322.23-P1P2	3	2	1	6	0
MTPN_+_135661652.23-P1P2	1	0	0	0	0
MTRF1_+_41837681.23-P1P2	0	2	0	0	1
MTRNR2L6_+_142374486.23-P1P2	0	1	0	0	0
MTX3_-_79287050.23-P1P2	2	2	3	4	4
MUC12_+_100613248.23-ENST00000379442.3,ENST00000536621.1	0	0	1	0	1
MUC2_+_1075112.23-P1P2	0	0	0	1	0
MUC7_+_71346766.23-P2	0	0	1	1	0
MUL1_+_20834570.23-P1P2	1	2	0	0	2
MUM1L1_-_105412310.23-P1P2	1	1	0	1	0
MXD1_-_70142468.23-P1P2	0	0	0	0	2
MXD3_-_176738539.23-P1P2	1	0	0	0	0
MXD3_-_176738882.23-P1P2	1	0	0	1	0
MXD4_-_2263397.23-P1P2	2	0	0	0	1
MXD4_+_2263818.23-P1P2	0	2	0	0	0
MXRA5_-_3264615.23-P1P2	0	2	0	1	0
MYB_-_135502969.23-P1P2	3	0	0	0	1
MYBL1_-_67525475.23-P1P2	10	11	0	2	4
MYBPC1_-_101988806.23-P1P2	1	0	0	0	0
MYCT1_-_153019502.23-P1P2	0	2	1	0	1
MYD88_+_38180606.23-P1	0	1	0	0	2
MYEF2_-_48470078.23-P1P2	0	0	0	0	1
MYEF2_-_48470493.23-P1P2	0	1	0	1	1
MYEOV2_+_241075688.23-P1P2	0	0	0	1	0
MYF6_-_81101851.23-P1P2	0	1	0	0	0
MYH6_+_23875950.23-P2	2	0	1	2	1
MYH7B_+_33543671.23-P1P2	0	1	0	0	0
MYL12B_-_3262350.23-P1P2	1	1	1	2	1
MYL3_-_46904902.23-P1	0	0	0	2	0
MYL6B_-_56546414.23-P1P2	2	4	3	8	7
MYLK_+_123602897.23-ENST00000360304.3	1	0	0	0	0
MYLPF_-_30386181.23-P1	0	3	0	4	6
MYLPF_-_30387575.23-P2	0	0	1	0	2
MYO15A_-_18012512.23-P1P2	0	2	0	1	0
MYO1C_+_1388640.23-P1	0	0	0	1	0
MYOC_+_171621617.23-P1P2	0	0	0	1	1
MYOCD_+_12569359.23-P1P2	2	3	1	5	4
MYOG_-_203055069.23-P1P2	1	0	0	0	0
MYOM1_-_3219823.23-P1P2	0	0	1	0	0
MYOZ2_-_120057010.23-P1P2	0	1	6	3	3
MYRF_+_61522846.23-P2	2	0	0	1	1
N4BP2_+_40058809.23-P1P2	0	0	0	0	1
N4BP3_-_177540970.23-P1P2	0	0	0	1	3
NAA15_+_140222697.23-P1P2	1	2	1	2	2
NAA15_+_140223094.23-P1P2	0	1	0	1	0
NAA35_-_88556188.23-P1P2	1	0	1	0	0
NAALADL2_-_174577503.23-ENST00000454872.1	0	1	0	2	0
NAB1_-_191514257.23-P1P2	0	0	0	0	1
NAB1_+_191514241.23-P1P2	0	0	0	0	1
NACC2_-_138986912.23-P1P2	2	1	2	0	3
NANOS1_-_120789634.23-P1P2	2	2	0	0	0
NANOS2_+_46417778.23-P1P2	0	0	1	0	0
NAPEPLD_-_102789448.23-P1P2	0	1	0	1	0
NAT16_-_100823561.23-P2	1	1	0	0	0
NAV1_+_201617540.23-ENST00000295624.6,ENST00000367296.4	0	1	0	1	0
NBEAL2_+_47029534.23-P2	0	0	0	1	0
NBPF15_+_148555990.23-P1P2	1	2	2	2	2
NBPF8_+_144220294.23-ENST00000369373.5	0	0	0	0	1
NCALD_-_103136656.23-ENST00000311028.3,ENST00000521599.1	1	0	0	0	0
NCAPH2_-_50946696.23-P1P2	0	0	1	2	0
NCF4_+_37257045.23-P1P2	2	1	0	0	0
NCKAP1L_-_54891960.23-P1P2	0	0	0	1	0
NCKAP5_-_134325983.23-P1P2	3	0	0	0	0
NCMAP_-_24882664.23-P1P2	0	1	0	2	0
NCOA1_+_24714750.23-P1P2	0	0	0	1	0
NCR1_+_55417894.23-P1P2	1	0	0	0	0
NCSTN_-_160313232.23-P1P2	1	0	0	0	0
NDE1_-_15744160.23-P1	1	2	1	0	1
NDFIP2_+_80055406.23-P1P2	0	0	0	0	1
NDFIP2_+_80055465.23-P1P2	2	0	0	2	0
NDN_-_23932235.23-P1P2	0	0	0	0	1
NDOR1_-_140100364.23-P1P2	0	0	0	1	1
NDRG1_-_134309446.23-P1P2	1	8	4	3	0
NDST2_-_75570915.23-P1P2	0	1	0	0	0
NDUFAF4_-_97345479.23-P1P2	0	0	0	1	0
NDUFB1_+_92587991.23-P1P2	4	6	2	4	1
NDUFB10_-_2009574.23-P1P2	0	0	3	0	1
NDUFB10_-_2009580.23-P1P2	0	1	0	0	0
NDUFB2_-_140396505.23-P1P2	31	110	11	12	6
NDUFB4_-_120315417.23-P1P2	0	1	1	0	0
NDUFB7_+_14682616.23-P1P2	8	1	7	5	8
NDUFB9_+_125551368.23-P1P2	1	0	0	2	0
NDUFC1_-_140216941.23-P1	0	0	1	0	0
NDUFC1_+_140216887.23-P1	5	16	10	10	10
NDUFS6_-_1801537.23-P1P2	0	0	0	0	1
NDUFS8_+_67798556.23-P1P2	0	0	1	0	0
NDUFV1_-_67377960.23-P2	0	0	1	0	0
NECAP1_-_8234876.23-P1P2	1	3	0	3	1
NEDD4L_+_55711851.23-ENST00000400345.3	0	1	0	1	0
NEK2_+_211848955.23-P1P2	0	0	0	0	2
NEK4_+_52804921.23-P1P2	0	1	0	0	0
NEK9_+_75593513.23-P1P2	0	0	3	2	0
NELFB_-_140149887.23-P1P2	0	0	0	0	1
NELFCD_-_57556782.23-P1P2	0	0	0	1	0
NELFE_+_31926691.23-P1P2	1	0	0	0	0
NES_-_156647154.23-P1	0	0	1	2	1
NEURL1B_+_172068634.23-P1P2	3	0	1	1	3
NEURL4_+_7232627.23-P1P2	0	2	0	0	1
NEUROD2_-_37763786.23-P1P2	3	1	1	1	2
NEXN_-_78354713.23-P1P2	3	0	1	0	2
NEXN_+_78354788.23-P1P2	0	1	0	0	0
NFATC1_-_77160399.23-P2	1	0	0	0	0
NFE2L3_-_26192058.23-P1P2	0	0	1	0	1
NFKBIL1_+_31515422.23-P1P2	2	5	5	3	1
NFYB_-_104531637.23-P1P2	2	0	0	0	0
NGDN_-_23938909.23-P1P2	3	0	0	0	0
NGFRAP1_-_102631584.23-P1P2	2	3	2	1	2
NGRN_+_90808878.23-P1P2	1	0	0	0	0
NHEJ1_+_220025515.23-P1P2	0	0	0	0	1
NHLH2_+_116383274.23-P1P2	0	1	0	0	0
NHS_-_17393812.23-P1P2	0	0	0	1	0
NHSL1_-_138820582.23-P1	0	1	0	0	0
NKAIN3_+_63161905.23-P1P2	0	3	5	2	2
NKX2-2_+_21494630.23-P1P2	1	0	0	0	0
NKX3-2_+_13546221.23-P1P2	1	1	0	1	0
NLRP10_-_7986592.23-P1P2	0	0	0	0	2
NLRP11_+_56343347.23-P1	0	0	1	1	1
NLRP2_+_55477769.23-P1P2	0	0	0	0	1
NLRP6_+_279869.23-P1P2	0	1	0	1	0
NLRX1_-_119039457.23-P1P2	0	1	0	0	0
NME4_-_447633.23-P1P2	0	0	1	0	0
NNT_-_43602867.23-P1P2	0	1	0	0	0
NNT_-_43603694.23-P1P2	0	0	1	1	0
NOC4L_+_132629007.23-P1P2	0	0	1	0	0
NOD2_-_50727543.23-P1P2	0	0	1	0	0
NOMO2_-_18573547.23-ENST00000330537.6	1	0	0	1	2
non-targeting_00014	1	0	0	1	0
non-targeting_00054	0	0	0	2	0
non-targeting_00057	4	1	2	4	1
non-targeting_00060	0	1	1	2	0
non-targeting_00077	0	2	0	0	1
non-targeting_00084	0	0	2	0	0
non-targeting_00105	1	0	0	0	1
non-targeting_00135	0	0	0	1	0
non-targeting_00154	1	1	1	0	2
non-targeting_00183	0	0	0	1	1
non-targeting_00188	0	1	1	1	1
non-targeting_00233	1	1	0	1	0
non-targeting_00244	0	1	0	1	0
non-targeting_00254	1	1	2	1	0
non-targeting_00286	4	1	2	1	1
non-targeting_00290	1	0	0	1	3
non-targeting_00304	0	0	0	1	0
non-targeting_00333	0	1	0	0	0
non-targeting_00336	1	0	0	0	1
non-targeting_00354	0	0	0	0	1
non-targeting_00366	0	1	0	0	1
non-targeting_00398	0	3	2	3	6
non-targeting_00415	0	1	1	1	1
non-targeting_00469	0	0	0	1	0
non-targeting_00475	14	0	0	0	10
non-targeting_00477	0	1	0	0	0
non-targeting_00478	0	1	1	0	0
non-targeting_00492	0	0	0	0	1
non-targeting_00550	0	1	2	1	1
non-targeting_00559	0	0	2	0	0
non-targeting_00670	2	2	3	1	1
non-targeting_00679	40	159	34	3	27
non-targeting_00712	0	0	1	0	0
non-targeting_00742	0	0	1	0	0
non-targeting_00746	0	0	1	0	0
non-targeting_00765	1	1	0	0	0
non-targeting_00770	0	0	0	0	1
non-targeting_00781	0	0	1	0	0
non-targeting_00785	2	1	5	2	0
non-targeting_00796	0	0	1	0	0
non-targeting_00829	0	0	2	0	0
non-targeting_00838	1	1	2	0	2
non-targeting_00849	2	1	1	2	0
non-targeting_00863	10	0	3	1	0
non-targeting_00864	0	0	1	0	0
non-targeting_00869	4	0	0	0	1
non-targeting_00883	3	1	2	2	0
non-targeting_00908	0	0	1	0	0
non-targeting_00919	2	0	1	1	0
non-targeting_00941	0	0	0	0	2
non-targeting_00965	1	0	0	0	0
non-targeting_00967	1	0	0	0	1
non-targeting_00989	1	1	0	1	0
non-targeting_01074	2	0	1	2	0
non-targeting_01086	0	0	0	0	1
non-targeting_01133	1	0	1	1	0
non-targeting_01138	0	0	0	0	2
non-targeting_01170	0	0	1	0	0
non-targeting_01186	0	0	1	1	1
non-targeting_01247	3	5	6	7	5
non-targeting_01249	1	2	1	4	1
non-targeting_01250	0	0	1	1	0
non-targeting_01253	2	0	2	0	0
non-targeting_01257	1	0	0	0	0
non-targeting_01305	1	0	6	1	1
non-targeting_01314	0	0	0	1	0
non-targeting_01322	0	0	1	0	2
non-targeting_01338	2	1	4	1	0
non-targeting_01339	0	1	0	0	1
non-targeting_01376	1	0	0	2	0
non-targeting_01443	0	0	0	1	0
non-targeting_01451	1	0	2	0	0
non-targeting_01463	1	1	1	0	1
non-targeting_01562	0	0	0	0	2
non-targeting_01565	1	1	0	1	1
non-targeting_01604	0	0	0	1	0
non-targeting_01654	0	2	2	1	0
non-targeting_01658	0	3	0	1	0
non-targeting_01697	0	1	0	0	0
non-targeting_01705	0	0	1	0	0
non-targeting_01710	0	0	0	2	1
non-targeting_01722	1	1	0	0	0
non-targeting_01726	1	0	1	0	0
non-targeting_01734	0	0	1	0	0
non-targeting_01747	4	0	1	2	2
non-targeting_01772	1	0	1	2	0
non-targeting_01816	1	1	0	0	0
non-targeting_01821	0	0	1	0	0
non-targeting_01861	1	2	4	2	2
non-targeting_01873	0	0	0	1	0
non-targeting_01875	0	1	1	1	0
non-targeting_01878	0	0	1	0	0
non-targeting_01880	0	0	1	1	0
NOTCH2NL_-_145209156.23-P1P2	0	1	0	0	0
NOVA2_-_46476768.23-P1P2	0	0	0	1	0
NOXO1_-_2031380.23-P1P2	1	0	0	0	2
NPAS2_-_101436652.23-P1P2	0	0	1	1	0
NPB_+_79860130.23-P1P2	0	0	0	1	0
NPC1_+_21166358.23-P1P2	0	0	0	1	2
NPFFR1_+_72043692.23-P1P2	0	0	0	1	0
NPHP4_-_6052469.23-P1P2	1	1	0	0	3
NPIPA8_-_18440767.23-ENST00000339303.5	1	1	0	2	0
NPM3_-_103542859.23-P1P2	1	1	0	2	0
NPR3_-_32711588.23-P1P2	0	0	0	0	2
NPRL2_+_50387813.23-P1P2	0	0	0	0	2
NPY1R_-_164253335.23-P1P2	0	1	0	0	0
NQO2_-_3000151.23-P1P2	1	1	1	0	0
NQO2_+_3000154.23-P1P2	2	0	2	2	0
NR1D1_+_38256853.23-P1P2	0	0	1	0	0
NR1D2_+_23986828.23-P1P2	1	0	0	0	0
NR1H3_+_47270872.23-P2	0	0	1	0	0
NR2C2_-_14989376.23-P1P2	0	1	1	0	1
NR2C2AP_+_19314199.23-P1P2	1	1	0	0	0
NR2E1_+_108487363.23-P1P2	0	0	0	0	1
NR5A2_+_199997032.23-P1	0	1	0	0	0
NRAP_+_115423743.23-P1	0	1	1	1	0
NRBP2_-_144923112.23-P1P2	2	3	2	0	1
NRDE2_-_90798231.23-P1P2	0	0	1	0	0
NREP_-_111092429.23-P1P2	0	1	0	0	0
NRN1_-_6004262.23-P2	0	0	0	0	1
NRP1_+_33623725.23-P1P2	0	0	0	0	1
NSD1_+_176560820.23-P1P2	0	17	15	2	2
NSFL1C_-_1447000.23-P1P2	1	0	0	0	0
NSMCE4A_-_123734492.23-P1P2	0	1	0	0	0
NT5C3A_-_33101941.23-P1	0	0	0	0	1
NT5C3A_-_33102098.23-P1	4	1	0	3	0
NT5DC3_+_104234619.23-P1P2	0	0	0	1	0
NTHL1_-_2097260.23-P1P2	0	1	1	0	1
NTHL1_+_2097718.23-P1P2	0	1	0	0	1
NTNG1_-_107683855.23-P2	0	1	0	0	0
NTNG1_-_107684281.23-P2	1	1	0	0	0
NUCB1_-_49403629.23-P1P2	1	0	0	0	0
NUCKS1_+_205718662.23-P1P2	1	0	0	4	0
NUCKS1_+_205719241.23-P1P2	1	0	0	0	0
NUDT10_-_51075688.23-P1P2	1	1	1	1	1
NUDT18_+_21966897.23-P1P2	0	0	4	0	2
NUDT19_+_33183078.23-P1P2	0	1	0	0	0
NUDT21_-_56484826.23-P1P2	1	1	0	0	2
NUDT6_+_123843734.23-P1P2	0	0	0	1	0
NUMA1_+_71791364.23-ENST00000393695.3	0	0	1	0	0
NUP160_+_47869833.23-P1P2	0	1	0	0	0
NUPL2_+_23221833.23-P1P2	1	0	0	0	0
NUPR1_-_28550236.23-P1P2	0	0	0	1	0
NUS1_+_117996627.23-P1P2	1	1	0	2	0
NUTF2_+_67881059.23-P1P2	1	0	0	0	0
NUTM2G_+_99690624.23-ENST00000354649.3	0	0	1	0	1
NXF1_+_62566715.23-P2	6	6	1	0	1
NXPE3_+_101500579.23-P1P2	0	1	1	0	1
NYAP1_-_100081603.23-P1P2	0	0	1	0	0
NYNRIN_-_24868236.23-P1P2	0	0	0	1	0
NYX_-_41307045.23-P1P2	0	1	1	0	0
OAS3_+_113376333.23-P1P2	1	0	1	0	0
OASL_+_121476780.23-P1P2	0	1	0	0	0
OAZ3_+_151739231.23-P1	0	1	0	0	1
OBSCN_-_228395757.23-P1P2	3	1	0	1	2
OBSL1_-_220435922.23-P1P2	0	1	0	1	1
OBSL1_-_220436141.23-P1P2	1	0	0	1	2
OCLN_-_68788874.23-P1P2	0	1	0	0	0
OCM2_+_97619013.23-ENST00000257627.4	5	1	4	5	4
OCRL_-_128674534.23-P1P2	1	0	0	0	0
ODAM_+_71063864.23-P1P2	1	0	0	0	2
ODC1_-_10588033.23-P1P2	3	0	4	2	3
