	T0	DAC_Rep1	DAC_Rep2	DMSO_Rep1	DMSO_Rep2
ADAMTS16_+_5140912.23-P2	56	3	2	31	21
ADAMTS16_+_5146334.23-P1	31	6	0	61	27
ADAMTS16_+_5146341.23-P1	26	0	5	41	67
ADAMTS17_-_100882079.23-P1P2	6	0	3	32	18
ADAMTS17_-_100882166.23-P1P2	11	0	3	1	0
ADAMTS18_-_77468873.23-P1P2	36	16	2	25	83
ADAMTS18_+_77468890.23-P1P2	37	93	172	21	15
ADAMTS19_-_128796009.23-P1P2	27	3	46	86	15
ADAMTS2_+_178772088.23-P1P2	25	0	1	6	31
ADAMTS20_+_43945551.23-P1P2	3	0	1	0	0
ADAMTS20_+_43945604.23-P1P2	1	0	0	0	0
ADAMTS3_-_73434871.23-P1P2	13	0	13	8	7
ADAMTS3_-_73434879.23-P1P2	36	0	62	31	11
ADAMTS3_-_73434922.23-P1P2	0	0	0	0	1
ADAMTS3_-_73434972.23-P1P2	76	715	20	138	130
ADAMTS4_-_161168418.23-P1P2	13	0	10	31	22
ADAMTS4_-_161168458.23-P1P2	53	35	89	12	36
ADAMTS5_-_28339421.23-P1P2	43	14	73	14	32
ADAMTS5_+_28339356.23-P1P2	48	68	87	79	60
ADAMTS6_-_64777679.23-P1P2	0	0	0	8	0
ADAMTS6_+_64777661.23-P1P2	5	0	0	0	3
ADAMTS7_-_79103352.23-P1P2	44	0	0	15	4
ADAMTS7_-_79103383.23-P1P2	1	0	0	0	0
ADAMTS7_-_79103411.23-P1P2	64	17	38	7	92
ADAMTS8_+_130298490.23-P1P2	28	23	22	13	0
ADAMTSL1_-_18474157.23-P1P2	16	2	16	9	11
ADAMTSL1_-_18474595.23-P1P2	10	0	0	1	0
ADAMTSL1_+_18474148.23-P1P2	3	25	0	0	0
ADAMTSL1_+_18474201.23-P1P2	7	0	0	0	0
ADAMTSL3_-_84323067.23-P1P2	10	0	0	7	14
ADAMTSL4_+_150522285.23-P1P2	0	0	0	1	0
ADAMTSL5_-_1512942.23-P1P2	5	0	1	0	9
ADAMTSL5_-_1512947.23-P1P2	1	0	0	0	0
ADAP1_-_993847.23-P1P2	18	0	0	0	8
ADAP1_+_994276.23-P1P2	12	0	0	5	2
ADAP2_+_29249325.23-P1P2	11	0	0	22	25
ADAP2_+_29249417.23-P1P2	7	0	0	0	10
ADAR_-_154580611.23-P1	0	0	0	0	2
ADAR_-_154580629.23-P1	0	0	0	1	0
ADAR_-_154580652.23-P1	8	0	0	5	12
ADAR_-_154599983.23-P2	0	2	0	0	0
ADAR_+_154600411.23-P2	7	0	0	5	0
ADARB1_+_46494884.23-P1P2	21	0	14	39	26
ADARB1_+_46494897.23-P1P2	31	0	7	9	4
ADARB2_-_1779460.23-ENST00000381312.1	2	0	0	4	1
ADARB2_+_1779243.23-ENST00000381312.1	2	0	0	0	0
ADARB2_+_1779687.23-ENST00000381312.1	3	0	0	0	8
ADAT1_+_75657125.23-P1P2	7	166	0	36	16
ADAT3_+_1908004.23-P2	0	0	0	1	0
ADC_-_33546829.23-P1P2	0	0	1	0	0
ADC_+_33546832.23-P1P2	7	0	0	0	0
ADCK1_-_78266900.23-P1P2	74	26	33	66	54
ADCK2_-_140373160.23-P1P2	95	30	56	61	38
ADCK2_+_140372748.23-P1P2	2	5	0	0	0
ADCK2_+_140373084.23-P1P2	65	172	30	61	26
ADCK5_-_145597191.23-P1P2	7	0	0	5	0
ADCK5_-_145597250.23-P1P2	0	1	0	0	0
ADCY1_+_45614267.23-P1P2	39	7	48	26	29
ADCY1_+_45614427.23-P1P2	16	0	2	0	0
ADCY1_+_45614650.23-P1P2	0	0	0	13	0
ADCY10_-_167882907.23-P1P2	4	0	0	19	5
ADCY10_-_167882918.23-P1P2	11	1	211	4	16
ADCY10_-_167883077.23-P1P2	3	0	0	0	5
ADCY10_+_167883329.23-P1P2	35	4	43	4	24
ADCY2_+_7396541.23-P1P2	0	0	0	0	1
ADCY2_+_7396661.23-P1P2	11	0	0	6	0
ADCY3_-_25142720.23-P1P2	1	0	1	0	0
ADCY3_-_25142849.23-P1P2	6	0	18	15	12
ADCY3_-_25143044.23-P1P2	11	80	37	14	21
ADCY3_-_25143049.23-P1P2	17	1	0	0	0
ADCY4_-_24804056.23-P1P2	0	0	0	9	1
ADCY4_-_24804217.23-P1P2	8	0	0	0	0
ADCY4_-_24804232.23-P1P2	0	0	0	0	1
ADCY4_+_24803901.23-P1P2	6	8	0	0	0
ADCY5_+_123168593.23-P1P2	1	0	0	0	0
ADCY5_+_123168613.23-P1P2	3	1	0	0	0
ADCY6_-_49182451.23-P1P2	17	2	0	6	2
ADCY6_+_49182840.23-P1P2	6	2	0	0	2
ADCY7_-_50300493.23-P1P2	20	0	15	2	2
ADCY8_-_132053093.23-P1P2	0	1	0	0	0
ADCY8_+_132052698.23-P1P2	0	0	1	0	0
ADCY9_-_4166007.23-P1P2	4	0	11	5	0
ADCY9_+_4166432.23-P1P2	1	4	10	5	0
ADCYAP1_+_904799.23-P1P2	0	1	0	0	0
ADCYAP1_+_904967.23-P1P2	4	0	0	0	1
ADD1_-_2845697.23-P1P2	7	1	0	0	0
ADD2_-_70994876.23-P1P2	14	0	0	12	0
ADD2_+_70995010.23-P1P2	4	0	4	33	22
ADD3_-_111767767.23-P1P2	3	0	0	0	0
ADD3_-_111767791.23-P1P2	0	0	0	1	0
ADD3_+_111767932.23-P1P2	0	0	0	0	1
ADD3_+_111768327.23-P1P2	20	0	6	107	17
ADH1A_-_100211701.23-P1P2	3	0	0	0	0
ADH1A_-_100212118.23-P1P2	0	0	0	2	0
ADH1A_-_100212162.23-P1P2	0	0	1	0	0
ADH4_-_100065227.23-P1P2	5	21	0	0	0
ADH4_+_100065433.23-P1P2	0	1	1	0	0
ADH7_+_100355983.23-P1P2	14	0	0	8	0
ADHFE1_+_67344685.23-P1P2	21	0	25	8	2
ADIG_+_37209911.23-P1P2	1	0	0	0	0
ADIPOQ_-_186560924.23-P1P2	11	0	0	8	7
ADIPOQ_+_186560448.23-P1P2	0	1	0	0	0
ADIPOQ_+_186560496.23-P1P2	0	0	0	24	0
ADIPOR1_+_202926993.23-P1P2	0	0	1	0	0
ADIPOR1_+_202927394.23-P1P2	5	1	2	1	0
ADIPOR2_-_1800242.23-P1P2	0	0	0	1	0
ADIPOR2_-_1800250.23-P1P2	7	0	0	1	0
ADIPOR2_-_1800256.23-P1P2	3	0	0	0	6
ADIPOR2_+_1800595.23-P1P2	4	0	0	0	1
ADIRF_-_88728681.23-P1P2	20	0	0	5	0
ADK_-_75911437.23-P2	0	0	0	1	0
ADK_+_75911444.23-P2	29	89	2	7	7
ADM_-_10327037.23-P1P2	11	0	0	39	14
ADM_+_10326660.23-P1P2	0	1	0	0	0
ADM2_+_50920011.23-P1P2	3	0	0	0	0
ADM2_+_50920473.23-P1P2	25	0	2	41	39
ADM5_-_50191704.23-P1P2	0	1	0	0	0
ADNP2_-_77867208.23-P1P2	16	0	1	18	5
ADNP2_-_77867536.23-P1P2	44	3	0	93	36
ADNP2_-_77867623.23-P1P2	52	57	27	13	18
ADNP2_+_77867603.23-P1P2	21	2	0	2	6
ADO_-_64565135.23-P1P2	0	0	1	0	0
ADORA1_+_203097472.23-P1P2	1	0	0	1	0
ADORA2A_+_24820308.23-P1P2	87	0	80	19	5
ADORA2B_-_15848659.23-P1P2	1	0	0	0	0
ADORA3_+_112031386.23-P1	24	0	57	2	28
ADORA3_+_112046284.23-P2	4	0	84	0	9
ADPRH_+_119298491.23-P1P2	1	0	0	0	0
ADPRH_+_119298604.23-P1P2	41	0	61	11	25
ADPRHL1_-_114103032.23-P2	0	0	0	0	1
ADPRHL1_-_114103435.23-P2	7	66	2	12	7
ADPRHL1_+_114107429.23-P1	12	67	0	23	28
ADPRHL1_+_114107772.23-P1	0	0	0	1	0
ADRA1B_+_159343520.23-P1P2	9	0	11	17	1
ADRA2B_-_96782243.23-P1P2	0	1	0	0	0
ADRA2B_+_96781839.23-P1P2	0	0	0	0	1
ADRA2C_-_3767700.23-P1P2	5	0	0	0	0
ADRA2C_-_3767885.23-P1P2	50	26	0	16	43
ADRA2C_-_3767888.23-P1P2	102	3	6	65	36
ADRB1_-_115803895.23-P1P2	0	1	0	0	1
ADRB1_+_115804002.23-P1P2	42	60	179	81	59
ADRBK1_+_67034566.23-P1P2	0	2	0	0	0
ADRBK2_-_25960707.23-P1P2	1	0	0	0	0
ADRM1_+_60878013.23-P1P2	15	1	0	22	3
ADSL_-_40742729.23-P1P2	1	0	0	0	0
ADSS_-_244614690.23-P1P2	26	0	0	2	5
ADSS_+_244614826.23-P1P2	21	5	0	14	1
ADSSL1_+_105190789.23-P1P2	0	0	0	1	0
ADSSL1_+_105190984.23-P1P2	40	11	0	6	24
ADTRP_-_11778993.23-P1P2	20	11	0	12	0
ADTRP_+_11779041.23-P1P2	3	0	0	0	0
AEBP1_-_44144382.23-P1P2	15	0	0	0	0
AEBP2_-_19592882.23-P1P2	0	0	0	0	1
AEBP2_-_19593012.23-P1P2	7	1	17	2	1
AEBP2_+_19592704.23-P1P2	1	0	1	0	3
AEN_-_89164606.23-P1P2	19	3	2	3	7
AEN_+_89164789.23-P1P2	1	0	0	0	0
AES_-_3062139.23-P1P2	7	0	0	1	0
AFAP1_+_7941515.23-P1P2	0	0	1	0	1
AFAP1L1_+_148651466.23-P1P2	0	0	0	0	1
AFAP1L2_+_116163831.23-P1P2	1	0	0	0	0
AFAP1L2_+_116163835.23-P1P2	3	0	0	0	0
AFAP1L2_+_116164052.23-P1P2	3	0	0	0	0
AFF1_-_87856383.23-P1P2	15	0	0	0	0
AFF1_-_87856567.23-P1P2	4	1	10	9	3
AFF1_+_87856590.23-P1P2	4	0	0	0	0
AFF3_-_100758917.23-P1P2	6	0	0	2	3
AFF3_+_100758974.23-P1P2	39	0	13	13	10
AFG3L2_-_12377212.23-P1P2	0	0	7	2	0
AFM_-_74347908.23-P1P2	70	13	82	65	25
AFM_+_74347553.23-P1P2	9	0	0	0	4
AFM_+_74347558.23-P1P2	6	0	0	0	0
AFMID_-_76183467.23-P1P2	11	0	0	2	0
AFMID_-_76183473.23-P1P2	28	11	136	13	14
AFP_-_74316585.23-P2	3	0	0	3	1
AFP_+_74302399.23-P1	0	0	0	0	1
AFP_+_74316360.23-P2	34	29	79	55	50
AFTPH_-_64751556.23-P1P2	0	0	0	0	1
AFTPH_-_64751590.23-P1P2	0	0	0	1	0
AGA_-_178363447.23-P1P2	43	11	12	2	20
AGAP1_+_236403023.23-P1P2	4	0	0	0	6
AGAP11_+_88730553.23-P1P2	0	0	1	0	0
AGAP2_+_58135974.23-P1P2	0	0	0	1	0
AGAP3_-_150783625.23-P1P2	59	10	47	49	8
AGAP3_+_150783556.23-P1P2	1	0	0	0	0
AGBL1_+_86685238.23-ENST00000441037.2	41	1	158	28	19
AGBL1_+_86685489.23-ENST00000441037.2	1	6	0	0	1
AGBL1_+_86686989.23-ENST00000421325.2	14	0	2	11	7
AGBL1_+_86687015.23-ENST00000421325.2	0	0	0	1	0
AGBL2_-_47736458.23-P1P2	18	0	0	33	15
AGBL2_+_47736890.23-P1P2	27	0	41	5	21
AGBL3_-_134671681.23-P1P2	269	232	250	235	197
AGBL5_-_27274956.23-P1	50	0	7	24	54
AGBL5_-_27274959.23-P1	94	27	8	143	65
AGBL5_+_27274578.23-P1	7	0	0	0	17
AGBL5_+_27274779.23-P1	20	0	0	0	10
AGBL5_+_27276245.23-P2	33	43	0	19	18
AGBL5_+_27276373.23-P2	0	0	0	2	0
AGBL5_+_27276376.23-P2	0	0	1	0	0
AGBL5_+_27276393.23-P2	13	1	0	0	5
AGER_+_32151968.23-P1P2	113	103	108	94	49
AGER_+_32151976.23-P1P2	135	98	38	71	114
AGFG1_+_228336926.23-P1P2	3	0	2	0	0
AGGF1_-_76326671.23-P1P2	0	2	0	0	0
AGGF1_+_76326633.23-P1P2	10	18	7	36	9
AGK_-_141251280.23-P1P2	34	14	0	15	16
AGL_-_100315704.23-P1P2	70	5	21	53	41
AGL_-_100316068.23-P1P2	0	0	0	1	0
AGL_+_100315669.23-P1P2	0	0	1	0	0
AGL_+_100315695.23-P1P2	1	0	0	0	0
AGMAT_-_15911397.23-P1P2	11	0	0	0	0
AGMO_+_15601269.23-P1P2	11	1	0	4	6
AGO1_-_36349041.23-P1P2	2	0	0	0	1
AGO1_-_36349237.23-P1P2	22	2	0	7	0
AGO2_-_141645349.23-P1P2	21	0	14	12	4
AGO2_-_141645609.23-P1P2	11	0	0	0	0
AGO3_-_36396745.23-P1P2	8	4	1	8	0
AGO3_-_36396753.23-P1P2	14	2	53	3	7
AGO4_-_36274041.23-P1P2	1	0	0	0	0
AGO4_+_36273634.23-P1P2	41	20	92	4	17
AGO4_+_36274033.23-P1P2	1	0	1	0	0
AGPAT1_-_32145360.23-P2	61	230	0	2	29
AGPAT1_+_32143453.23-P1	14	12	0	2	2
AGPAT1_+_32143856.23-P1	12	15	18	29	14
AGPAT1_+_32145529.23-P2	52	47	30	48	26
AGPAT2_-_139581717.23-P1P2	0	0	0	0	5
AGPAT2_-_139581796.23-P1P2	7	1	9	5	4
AGPAT2_+_139581621.23-P1P2	0	0	0	0	2
AGPAT3_-_45285156.23-P1P2	0	0	0	1	0
AGPAT3_+_45285099.23-P1P2	2	0	25	0	0
AGPAT5_+_6566209.23-P1P2	0	0	0	0	1
AGPAT5_+_6566555.23-P1P2	15	0	0	6	24
AGPAT5_+_6566569.23-P1P2	1	4	1	15	0
AGPAT9_+_84457483.23-P1P2	28	43	0	13	7
AGPAT9_+_84457847.23-P1P2	17	0	0	0	0
AGPS_-_178257511.23-P1P2	4	0	3	0	0
AGPS_-_178257877.23-P1P2	15	8	0	11	9
AGR2_-_16844607.23-P1P2	4	0	0	0	5
AGR2_+_16844571.23-P1P2	18	10	0	47	0
AGR2_+_16844579.23-P1P2	6	2	36	8	3
AGR3_-_16921575.23-P1P2	0	0	0	0	1
AGRN_+_955472.23-P1P2	0	0	1	0	0
AGRN_+_955594.23-P1P2	22	0	0	11	0
AGRP_+_67517406.23-P1P2	53	15	9	55	22
AGT_-_230849408.23-P1P2	27	1	0	13	27
AGT_-_230849427.23-P1P2	15	1	4	8	20
AGTPBP1_-_88356359.23-P1P2	6	0	0	0	5
AGTPBP1_-_88356586.23-P1P2	16	6	0	4	30
AGTPBP1_-_88356691.23-P1P2	0	0	1	0	0
AGTRAP_+_11796215.23-P1P2	16	2	0	32	6
AGTRAP_+_11796254.23-P1P2	3	0	1	0	1
AHCTF1_+_247095176.23-P1P2	38	18	53	9	13
AHCTF1_+_247095191.23-P1P2	1	0	0	0	0
AHCY_-_32890731.23-P1P2	2	0	0	0	0
AHCY_-_32891101.23-P1P2	40	6	68	64	41
AHCYL1_-_110546819.23-P2	8	0	0	0	0
AHCYL1_-_110547100.23-P2	8	0	0	0	22
AHCYL1_+_110527350.23-P1	15	0	0	16	0
AHCYL1_+_110527469.23-P1	2	1	8	12	0
AHCYL2_-_128864908.23-P1P2	62	132	28	54	5
AHCYL2_+_128864893.23-P1P2	9	16	0	8	0
AHDC1_-_27930242.23-P1P2	4	0	0	1	0
AHDC1_+_27930253.23-P1P2	0	0	2	1	0
AHDC1_+_27930586.23-P1P2	0	1	0	1	0
AHDC1_+_27930650.23-P1P2	44	32	53	98	34
AHDC1_+_27930664.23-P1P2	19	0	7	58	22
AHI1_-_135818816.23-P1P2	18	0	0	6	0
AHI1_-_135818819.23-P1P2	0	1	0	1	0
AHNAK_-_62314257.23-P1	0	0	0	24	1
AHNAK2_-_105444326.23-P2	65	47	9	112	52
AHNAK2_-_105444361.23-P2	1	0	0	0	0
AHR_-_17338343.23-P1P2	14	2	7	0	7
AHR_+_17338317.23-P1P2	14	7	0	0	0
AHRR_-_321899.23-P1P2	1	0	0	1	1
AHRR_+_322204.23-P1P2	35	0	7	31	18
AHSA2_+_61404634.23-P1P2	27	8	32	51	20
AHSA2_+_61404645.23-P1P2	11	0	0	7	6
AHSA2_+_61405016.23-P1P2	1	0	0	0	0
AHSG_-_186330846.23-P1P2	0	0	0	0	8
AHSG_+_186330836.23-P1P2	28	1	0	44	8
AHSG_+_186330840.23-P1P2	0	0	0	1	0
AHSP_-_31539661.23-P1P2	11	0	0	18	7
AICDA_+_8765346.23-P1P2	0	0	0	1	0
AICDA_+_8765359.23-P1P2	9	0	131	3	2
AIF1_-_31583032.23-P1P2	17	0	0	0	0
AIF1_-_31583379.23-P1P2	1	0	0	0	0
AIF1L_+_133971899.23-P1P2	3	0	0	0	0
AIF1L_+_133971960.23-P1P2	37	0	0	16	4
AIF1L_+_133972334.23-P1P2	10	0	0	0	0
AIFM1_+_129299638.23-P1P2	15	0	0	0	1
AIFM2_+_71892171.23-P1P2	47	6	0	5	29
AIFM3_-_21321575.23-P1	47	0	0	6	2
AIFM3_-_21321616.23-P1	1	0	0	0	0
AIFM3_+_21319900.23-P2	7	0	0	0	9
AIG1_-_143382478.23-P1P2	0	0	0	13	1
AIG1_+_143382079.23-P1P2	1	0	0	0	0
AIM1_-_106960473.23-P1P2	2	0	0	0	1
AIM1_+_106960430.23-P1P2	9	0	0	0	0
AIM1_+_106960458.23-P1P2	122	38	116	248	108
AIM1_+_106960479.23-P1P2	40	19	0	86	22
AIM1L_-_26662891.23-P2	46	0	3	40	9
AIM2_+_159046458.23-P1P2	3	0	0	5	9
AIM2_+_159046507.23-P1P2	10	0	49	10	4
AIMP2_+_6048922.23-P1P2	5	0	1	0	0
AIP_-_67250576.23-P1P2	23	0	0	0	20
AIPL1_+_6338396.23-P1P2	2	0	0	0	0
AIRE_-_45705829.23-P1P2	25	6	18	26	22
AJAP1_+_4715107.23-P1P2	0	0	0	1	0
AJUBA_-_23451297.23-P1P2	0	1	0	0	1
AJUBA_+_23451466.23-P1P2	0	0	0	1	0
AK2_+_33502042.23-P1P2	26	0	0	0	0
AK2_+_33502475.23-P1P2	34	0	0	1	0
AK3_-_4741205.23-P1P2	0	0	1	0	0
AK3_+_4740798.23-P1P2	0	0	1	0	0
AK4_-_65613504.23-P1P2	0	0	0	0	1
AK5_-_77748081.23-P1P2	60	11	1	27	4
AK5_-_77748084.23-P1P2	0	0	1	0	0
AK7_+_96858465.23-P1P2	0	1	0	1	0
AK8_-_135753610.23-P1P2	0	0	0	1	0
AK8_+_135753664.23-P1P2	19	0	0	0	0
AK9_+_110011974.23-P1P2	0	1	0	0	0
AKAP1_+_55162968.23-P1P2	54	18	42	64	37
AKAP1_+_55162988.23-P1P2	68	141	63	51	51
AKAP10_+_19881109.23-P1P2	42	49	1	37	17
AKAP11_+_42846376.23-P1P2	0	0	0	0	1
AKAP12_-_151561572.23-P1	53	59	1	12	10
AKAP12_-_151561609.23-P1	0	0	0	1	0
AKAP12_-_151562006.23-P1	0	0	0	1	0
AKAP12_+_151561539.23-P1	104	1	86	10	38
AKAP12_+_151646838.23-P2	0	0	1	0	0
AKAP13_+_85923863.23-P1P2	57	0	43	10	32
AKAP13_+_85923876.23-P1P2	20	0	0	0	9
AKAP13_+_85924198.23-P1P2	0	0	0	0	1
AKAP14_+_119030337.23-P1P2	71	91	16	25	18
AKAP17A_-_1710987.23-P1P2	2	0	0	0	0
AKAP17A_+_1710540.23-P1P2	2	0	35	2	25
AKAP3_-_4754189.23-P2	1	0	0	0	0
AKAP3_-_4758224.23-P1	85	7	57	61	34
AKAP4_+_49965636.23-P1P2	107	1	1	26	20
AKAP5_-_64932248.23-P1P2	1	0	0	1	0
AKAP5_+_64932286.23-P1P2	12	111	210	6	7
AKAP5_+_64932289.23-P1P2	0	0	1	0	0
AKAP7_-_131456595.23-P1P2	0	2	1	0	0
AKAP8_+_15490538.23-P1P2	7	63	0	0	0
AKAP8L_-_15529435.23-P1P2	47	79	0	61	2
AKAP8L_+_15529720.23-P1P2	0	1	0	0	0
AKAP9_-_91570233.23-P1P2	17	0	1	70	17
AKIP1_-_8932793.23-P1P2	98	11	48	74	15
AKIRIN1_+_39456996.23-P1P2	0	2	0	0	0
AKIRIN1_+_39457005.23-P1P2	0	0	0	1	0
AKNA_-_117149864.23-P1	0	32	0	6	0
AKNA_-_117160725.23-P2	0	0	1	0	0
AKNA_+_117150244.23-P1	6	1	0	0	6
AKNA_+_117150247.23-P1	55	37	159	92	59
AKNA_+_117160729.23-P2	55	9	24	46	34
AKNAD1_+_109399657.23-ENST00000370001.3	7	0	3	0	7
AKR1A1_-_46016592.23-P1P2	21	0	9	0	21
AKR1A1_+_46016701.23-P1P2	0	0	0	0	1
AKR1A1_+_46016723.23-P1P2	4	1	0	3	1
AKR1A1_+_46017142.23-P1P2	0	1	0	0	0
AKR1B1_+_134143398.23-P1P2	1	0	0	0	0
AKR1B10_+_134212317.23-P1P2	0	0	1	0	0
AKR1B15_-_134233853.23-P1P2	10	0	0	0	12
AKR1C1_+_5005615.23-P1P2	1	0	0	0	0
AKR1C2_-_5060075.23-P2	6	0	0	0	0
AKR1C2_-_5060111.23-P2	29	0	15	0	2
AKR1C2_+_5046039.23-P1	8	0	0	0	8
AKR1C3_-_5137020.23-P1P2	9	0	0	10	0
AKR1C4_+_5239007.23-P1P2	7	30	1	5	15
AKR1D1_-_137761228.23-P1P2	6	0	0	0	6
AKR1D1_+_137761222.23-P1P2	8	0	18	2	44
AKR1D1_+_137761243.23-P1P2	31	1	26	32	2
AKR1D1_+_137761643.23-P1P2	0	0	0	0	5
AKR1E2_+_4868442.23-P1P2	0	0	0	1	0
AKR7A2_-_19638580.23-P1P2	13	4	0	0	0
AKR7A2_-_19638583.23-P1P2	32	0	1	62	26
AKR7A3_-_19614864.23-P1P2	1	0	1	0	1
AKT1_+_105261633.23-P1P2	0	0	0	0	1
AKT1_+_105262011.23-P1P2	19	20	0	27	13
AKT1_+_105262020.23-P1P2	28	56	61	10	12
AKT1S1_-_50380610.23-P1P2	152	168	209	131	71
AKT2_-_40791188.23-P1P2	0	0	1	0	0
AKT2_+_40791162.23-P1P2	0	1	0	0	0
AKT3_-_244013164.23-P1P2	20	0	14	16	5
AKT3_-_244013548.23-P1P2	57	4	164	57	45
AKTIP_+_53536638.23-P1P2	8	11	0	21	7
AKTIP_+_53536722.23-P1P2	10	0	0	6	1
AKTIP_+_53537096.23-P1P2	28	0	20	0	0
ALAD_+_116163528.23-P1P2	5	0	0	0	0
ALAS1_+_52232183.23-P1P2	0	0	0	0	1
ALAS1_+_52232611.23-P1P2	19	51	0	18	20
ALAS2_-_55057412.23-P1P2	136	141	38	120	86
ALB_-_74270053.23-P1	1	0	0	0	0
ALB_+_74275112.23-P2	0	0	0	6	0
ALB_+_74275167.23-P2	8	0	84	0	1
ALCAM_+_105085737.23-P1P2	5	6	17	18	13
ALCAM_+_105085743.23-P1P2	6	9	0	3	6
ALCAM_+_105086147.23-P1P2	17	8	27	3	10
ALDH16A1_+_49956504.23-P1P2	0	0	0	1	1
ALDH1A2_-_58357473.23-P1P2	4	0	1	16	0
ALDH1A2_-_58357549.23-P1P2	22	0	2	8	16
ALDH1A2_-_58357877.23-P1P2	78	7	21	126	46
ALDH1A2_+_58357459.23-P1P2	32	0	0	17	24
ALDH1A2_+_58357493.23-P1P2	1	0	0	0	0
ALDH1A3_-_101419689.23-P1	4	0	0	0	0
ALDH1A3_-_101420082.23-P1	0	13	0	27	0
ALDH1A3_-_101438643.23-P2	9	0	0	0	3
ALDH1A3_+_101438361.23-P2	22	0	0	15	8
ALDH1A3_+_101438401.23-P2	2	2	0	33	57
ALDH1A3_+_101438445.23-P2	5	0	54	16	7
ALDH1L2_-_105477790.23-P1P2	11	24	0	4	0
ALDH1L2_+_105477985.23-P1P2	41	0	0	203	106
ALDH2_+_112204732.23-P1P2	14	0	0	0	0
ALDH2_+_112204770.23-P1P2	0	0	0	1	0
ALDH2_+_112204827.23-P1P2	93	276	4	69	1
ALDH3A1_+_19651294.23-P1P2	8	0	148	25	29
ALDH3B1_+_67777830.23-P1P2	19	2	29	126	17
ALDH3B1_+_67777856.23-P1P2	0	0	1	0	0
ALDH3B2_+_67441834.23-P1P2	0	0	0	0	1
ALDH4A1_-_19228655.23-P1P2	40	1	55	18	10
ALDH6A1_+_74551090.23-P1P2	12	0	0	7	3
ALDH6A1_+_74551138.23-P1P2	0	15	0	0	0
ALDH7A1_-_125930901.23-P1P2	6	1	0	5	0
ALDH7A1_+_125930884.23-P1P2	5	0	0	1	0
ALDH9A1_-_165667761.23-P1P2	43	27	0	61	22
ALDOA_-_30077117.23-P1P2	1	0	1	0	0
ALDOA_+_30077177.23-P1P2	13	6	0	10	16
ALDOB_-_104187759.23-P2	0	0	0	0	6
ALDOB_-_104187842.23-P2	93	136	27	106	65
ALDOB_-_104197973.23-P1	0	1	0	0	0
ALDOB_+_104187357.23-P2	8	0	4	12	11
ALDOB_+_104197939.23-P1	17	0	0	0	9
ALDOC_-_26903885.23-P1P2	10	0	5	0	4
ALDOC_-_26903953.23-P1P2	15	0	0	16	0
ALG1_+_5121857.23-P1P2	2	0	0	21	6
ALG1_+_5122044.23-P1P2	18	0	0	6	7
ALG1_+_5122098.23-P1P2	10	0	22	60	82
ALG10_+_34175801.23-P1P2	25	0	0	13	11
ALG10B_+_38710525.23-P1P2	6	0	20	0	3
ALG12_+_50311854.23-P1P2	43	26	25	98	62
ALG13_-_110924371.23-P1P2	18	0	160	40	10
ALG13_+_110924794.23-P1P2	17	0	1	16	3
ALG13_+_110924898.23-P1P2	5	0	0	0	0
ALG14_+_95538302.23-P1P2	29	14	46	12	33
ALG14_+_95538305.23-P1P2	59	0	0	79	33
ALG14_+_95538352.23-P1P2	1	0	0	11	0
ALG3_+_183966673.23-P1P2	24	0	24	7	0
ALG3_+_183966740.23-P1P2	5	3	0	84	11
ALG5_-_37573041.23-P1P2	17	0	21	0	1
ALG5_-_37573057.23-P1P2	28	0	2	8	7
ALG8_-_77850641.23-P1P2	27	43	0	1	14
ALG8_+_77850630.23-P1P2	0	0	3	0	1
ALG9_-_111742232.23-P1P2	3	0	0	0	0
ALG9_+_111742236.23-P1P2	0	0	0	5	8
ALK_-_30144392.23-P1P2	26	1	0	45	17
ALKBH1_-_78173894.23-P1P2	8	0	3	0	0
ALKBH2_+_109530852.23-P1P2	0	1	0	0	0
ALKBH2_+_109530901.23-P1P2	3	0	0	4	5
ALKBH3_+_43902446.23-P1P2	1	0	11	0	0
ALKBH7_-_6373112.23-P1P2	16	0	0	0	0
ALKBH7_+_6372803.23-P1P2	10	9	1	7	12
ALKBH8_+_107436173.23-P1P2	0	0	0	1	0
ALKBH8_+_107436193.23-P1P2	15	16	11	0	0
ALKBH8_+_107436405.23-P1P2	1	0	1	0	0
ALLC_-_3705832.23-P1P2	0	0	0	0	1
ALOX12B_+_7990948.23-P1P2	19	24	4	20	7
ALOX12B_+_7990978.23-P1P2	0	0	0	1	0
ALOX15_-_4544607.23-P1P2	45	0	0	28	15
ALOX15_-_4544735.23-P1P2	11	12	0	13	0
ALOX15_-_4544920.23-P1P2	1	0	0	4	0
ALOX15B_-_7942419.23-P1P2	0	2	0	0	0
ALOX15B_+_7942822.23-P1P2	6	0	0	4	5
ALOX5_-_45870079.23-P1P2	27	14	35	0	2
ALOX5AP_-_31310068.23-P1P2	0	0	1	0	0
ALOXE3_-_8021282.23-P1P2	0	0	2	0	0
ALOXE3_-_8021463.23-P1P2	132	41	20	119	113
ALOXE3_+_8021121.23-P1P2	0	1	0	0	0
ALPI_+_233320899.23-P1P2	35	2	29	1	0
ALPK3_-_85360414.23-P1P2	25	156	160	52	14
ALPK3_-_85360424.23-P1P2	0	0	1	0	0
ALPL_+_21877779.23-P2	0	0	1	0	0
ALPL_+_21878169.23-P2	12	10	1	0	20
ALPP_+_233243502.23-P1P2	14	11	3	14	5
